DBN,School Name,Year,Total Enrollment,Grade 3K,Grade PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multi-Racial,% Multi-Racial,# Native American,% Native American,# White,% White,# Missing Race/Ethnicity Data,% Missing Race/Ethnicity Data,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
18K588,Middle School for Art and Philosophy,2021-22,158,0,0,0,0,0,0,0,0,73,35,50,0,0,0,0,83,52.5%,75,47.5%,0,0.0%,132,83.5%,16,10.1%,0,0.0%,2,1.3%,8,5.1%,0,0.0%,53,33.5%,13,8.2%,133,84.2%,77.4%
18K617,High School for Innovation in Advertising and Medi,2017-18,255,0,0,0,0,0,0,0,0,0,0,0,67,92,51,45,78,30.6%,177,69.4%,1,0.4%,212,83.1%,35,13.7%,0,0.0%,1,0.4%,4,1.6%,2,0.8%,49,19.2%,21,8.2%,185,72.5%,73.2%
18K617,High School for Innovation in Advertising and Medi,2018-19,240,0,0,0,0,0,0,0,0,0,0,0,69,76,54,41,67,27.9%,173,72.1%,4,1.7%,194,80.8%,28,11.7%,0,0.0%,1,0.4%,11,4.6%,2,0.8%,54,22.5%,22,9.2%,173,72.1%,73.2%
18K617,High School for Innovation in Advertising and Medi,2019-20,208,0,0,0,0,0,0,0,0,0,0,0,58,51,48,51,43,20.7%,165,79.3%,5,2.4%,173,83.2%,18,8.7%,0,0.0%,2,1.0%,9,4.3%,1,0.5%,49,23.6%,11,5.3%,164,78.8%,78.2%
18K617,High School for Innovation in Advertising and Medi,2020-21,212,0,0,0,0,0,0,0,0,0,0,0,73,56,42,41,49,23.1%,163,76.9%,4,1.9%,176,83.0%,20,9.4%,0,0.0%,1,0.5%,11,5.2%,0,0.0%,62,29.2%,13,6.1%,170,80.2%,81.6%
18K617,High School for Innovation in Advertising and Medi,2021-22,258,0,0,0,0,0,0,0,0,0,0,0,92,69,57,40,61,23.6%,197,76.4%,8,3.1%,218,84.5%,16,6.2%,0,0.0%,2,0.8%,14,5.4%,0,0.0%,74,28.7%,19,7.4%,185,71.7%,75.0%
18K629,Cultural Academy for the Arts and Sciences,2017-18,319,0,0,0,0,0,0,0,0,0,0,0,161,52,68,38,139,43.6%,180,56.4%,4,1.3%,277,86.8%,28,8.8%,1,0.3%,3,0.9%,6,1.9%,0,0.0%,62,19.4%,34,10.7%,242,75.9%,76.2%
18K629,Cultural Academy for the Arts and Sciences,2018-19,282,0,0,0,0,0,0,0,0,0,0,0,123,50,50,59,124,44.0%,158,56.0%,3,1.1%,238,84.4%,25,8.9%,2,0.7%,5,1.8%,7,2.5%,2,0.7%,62,22.0%,33,11.7%,214,75.9%,74.5%
18K629,Cultural Academy for the Arts and Sciences,2019-20,251,0,0,0,0,0,0,0,0,0,0,0,116,43,33,59,122,48.6%,129,51.4%,4,1.6%,212,84.5%,23,9.2%,4,1.6%,5,2.0%,3,1.2%,0,0.0%,54,21.5%,21,8.4%,200,79.7%,76.7%
18K629,Cultural Academy for the Arts and Sciences,2020-21,222,0,0,0,0,0,0,0,0,0,0,0,74,69,27,52,105,47.3%,117,52.7%,3,1.4%,183,82.4%,28,12.6%,3,1.4%,1,0.5%,4,1.8%,0,0.0%,55,24.8%,26,11.7%,186,83.8%,83.0%
18K629,Cultural Academy for the Arts and Sciences,2021-22,204,0,0,0,0,0,0,0,0,0,0,0,81,40,35,48,98,48.0%,106,52.0%,4,2.0%,174,85.3%,22,10.8%,0,0.0%,0,0.0%,4,2.0%,0,0.0%,58,28.4%,11,5.4%,166,81.4%,80.5%
18K633,High School for Medical Professions,2017-18,424,0,0,0,0,0,0,0,0,0,0,0,126,85,101,112,294,69.3%,130,30.7%,16,3.8%,328,77.4%,63,14.9%,1,0.2%,2,0.5%,9,2.1%,5,1.2%,68,16.0%,18,4.2%,Above 95%,Above 95%,70.4%
18K633,High School for Medical Professions,2018-19,460,0,0,0,0,0,0,0,0,0,0,0,146,106,98,110,310,67.4%,150,32.6%,19,4.1%,352,76.5%,64,13.9%,3,0.7%,2,0.4%,8,1.7%,12,2.6%,70,15.2%,20,4.3%,Above 95%,Above 95%,71.1%
18K633,High School for Medical Professions,2019-20,454,0,0,0,0,0,0,0,0,0,0,0,123,127,109,95,299,65.9%,155,34.1%,9,2.0%,369,81.3%,54,11.9%,3,0.7%,5,1.1%,12,2.6%,2,0.4%,65,14.3%,24,5.3%,392,86.3%,77.2%
18K633,High School for Medical Professions,2020-21,475,0,0,0,0,0,0,0,0,0,0,0,140,106,125,104,326,68.6%,149,31.4%,14,2.9%,369,77.7%,67,14.1%,1,0.2%,4,0.8%,16,3.4%,4,0.8%,74,15.6%,39,8.2%,409,86.1%,75.6%
18K633,High School for Medical Professions,2021-22,459,0,0,0,0,0,0,0,0,0,0,0,121,115,113,110,300,65.4%,159,34.6%,12,2.6%,366,79.7%,61,13.3%,0,0.0%,3,0.7%,13,2.8%,4,0.9%,65,14.2%,47,10.2%,372,81.0%,72.8%
18K635,Olympus Academy,2017-18,206,0,0,0,0,0,0,0,0,0,0,0,25,87,32,62,100,48.5%,106,51.5%,2,1.0%,183,88.8%,12,5.8%,2,1.0%,3,1.5%,4,1.9%,0,0.0%,57,27.7%,5,2.4%,165,80.1%,72.0%
18K635,Olympus Academy,2018-19,205,0,0,0,0,0,0,0,0,0,0,0,18,76,35,76,90,43.9%,115,56.1%,2,1.0%,183,89.3%,15,7.3%,0,0.0%,2,1.0%,3,1.5%,0,0.0%,48,23.4%,3,1.5%,175,85.4%,71.5%
18K635,Olympus Academy,2019-20,191,0,0,0,0,0,0,0,0,0,0,0,13,66,39,73,84,44.0%,107,56.0%,3,1.6%,166,86.9%,19,9.9%,0,0.0%,0,0.0%,3,1.6%,0,0.0%,48,25.1%,4,2.1%,160,83.8%,72.7%
18K635,Olympus Academy,2020-21,180,0,0,0,0,0,0,0,0,0,0,0,13,74,39,54,70,38.9%,110,61.1%,1,0.6%,151,83.9%,25,13.9%,0,0.0%,0,0.0%,3,1.7%,0,0.0%,59,32.8%,3,1.7%,159,88.3%,74.7%
18K635,Olympus Academy,2021-22,151,0,0,0,0,0,0,0,0,0,0,0,12,54,35,50,53,35.1%,98,64.9%,1,0.7%,128,84.8%,20,13.2%,0,0.0%,0,0.0%,2,1.3%,0,0.0%,50,33.1%,3,2.0%,134,88.7%,73.9%
18K637,Academy for Conservation and the Environment,2017-18,285,0,0,0,0,0,0,0,0,0,0,0,81,76,67,61,105,36.8%,180,63.2%,17,6.0%,216,75.8%,25,8.8%,1,0.4%,6,2.1%,20,7.0%,0,0.0%,58,20.4%,33,11.6%,243,85.3%,80.8%
18K637,Academy for Conservation and the Environment,2018-19,300,0,0,0,0,0,0,0,0,0,0,0,90,73,62,75,113,37.7%,187,62.3%,18,6.0%,228,76.0%,28,9.3%,2,0.7%,5,1.7%,19,6.3%,0,0.0%,53,17.7%,40,13.3%,247,82.3%,77.5%
18K637,Academy for Conservation and the Environment,2019-20,306,0,0,0,0,0,0,0,0,0,0,0,107,71,66,62,114,37.3%,192,62.7%,19,6.2%,226,73.9%,38,12.4%,1,0.3%,3,1.0%,19,6.2%,0,0.0%,58,19.0%,32,10.5%,247,80.7%,80.1%
18K637,Academy for Conservation and the Environment,2020-21,351,0,0,0,0,0,0,0,0,0,0,0,152,82,57,60,134,38.2%,217,61.8%,22,6.3%,240,68.4%,40,11.4%,6,1.7%,16,4.6%,21,6.0%,6,1.7%,63,17.9%,36,10.3%,283,80.6%,81.0%
18K637,Academy for Conservation and the Environment,2021-22,362,0,0,0,0,0,0,0,0,0,0,0,142,92,61,67,127,35.1%,235,64.9%,24,6.6%,248,68.5%,46,12.7%,7,1.9%,9,2.5%,23,6.4%,5,1.4%,66,18.2%,33,9.1%,285,78.7%,76.1%
18K642,Urban Action Academy,2017-18,278,0,0,0,0,0,0,0,0,0,0,0,44,70,79,85,107,38.5%,171,61.5%,5,1.8%,215,77.3%,33,11.9%,0,0.0%,2,0.7%,22,7.9%,1,0.4%,54,19.4%,59,21.2%,218,78.4%,79.9%
18K642,Urban Action Academy,2018-19,264,0,0,0,0,0,0,0,0,0,0,0,79,59,50,76,98,37.1%,166,62.9%,7,2.7%,202,76.5%,29,11.0%,0,0.0%,0,0.0%,24,9.1%,2,0.8%,42,15.9%,61,23.1%,213,80.7%,80.2%
18K642,Urban Action Academy,2019-20,209,0,0,0,0,0,0,0,0,0,0,0,63,56,38,52,78,37.3%,131,62.7%,6,2.9%,159,76.1%,27,12.9%,0,0.0%,0,0.0%,17,8.1%,0,0.0%,40,19.1%,40,19.1%,192,91.9%,84.3%
18K642,Urban Action Academy,2020-21,174,0,0,0,0,0,0,0,0,0,0,0,38,55,41,40,65,37.4%,109,62.6%,2,1.1%,138,79.3%,21,12.1%,0,0.0%,2,1.1%,11,6.3%,0,0.0%,39,22.4%,35,20.1%,Above 95%,Above 95%,82.7%
18K642,Urban Action Academy,2021-22,146,0,0,0,0,0,0,0,0,0,0,0,36,26,42,42,56,38.4%,90,61.6%,1,0.7%,109,74.7%,23,15.8%,0,0.0%,2,1.4%,11,7.5%,0,0.0%,37,25.3%,27,18.5%,137,93.8%,82.9%
18K673,East Brooklyn Community High School,2017-18,192,0,0,0,0,0,0,0,0,0,0,0,37,51,41,63,83,43.2%,109,56.8%,2,1.0%,146,76.0%,31,16.1%,0,0.0%,2,1.0%,11,5.7%,0,0.0%,79,41.1%,14,7.3%,144,75.0%,76.0%
18K673,East Brooklyn Community High School,2018-19,196,0,0,0,0,0,0,0,0,0,0,0,33,53,55,55,87,44.4%,109,55.6%,3,1.5%,149,76.0%,34,17.3%,0,0.0%,3,1.5%,7,3.6%,0,0.0%,87,44.4%,12,6.1%,162,82.7%,84.0%
18K673,East Brooklyn Community High School,2019-20,196,0,0,0,0,0,0,0,0,0,0,0,25,47,75,49,74,37.8%,122,62.2%,3,1.5%,160,81.6%,30,15.3%,1,0.5%,0,0.0%,2,1.0%,0,0.0%,81,41.3%,9,4.6%,157,80.1%,83.5%
18K673,East Brooklyn Community High School,2020-21,175,0,0,0,0,0,0,0,0,0,0,0,27,38,57,53,64,36.6%,111,63.4%,3,1.7%,139,79.4%,31,17.7%,1,0.6%,0,0.0%,1,0.6%,0,0.0%,69,39.4%,9,5.1%,138,78.9%,82.8%
18K673,East Brooklyn Community High School,2021-22,160,0,0,0,0,0,0,0,0,0,0,0,24,58,28,50,74,46.3%,86,53.8%,3,1.9%,124,77.5%,30,18.8%,1,0.6%,0,0.0%,2,1.3%,0,0.0%,53,33.1%,6,3.8%,130,81.3%,83.4%
18K763,Brooklyn Science and Engineering Academy,2017-18,257,0,0,0,0,0,0,0,0,106,81,70,0,0,0,0,97,37.7%,160,62.3%,1,0.4%,239,93.0%,10,3.9%,0,0.0%,1,0.4%,4,1.6%,2,0.8%,44,17.1%,8,3.1%,201,78.2%,56.3%
18K763,Brooklyn Science and Engineering Academy,2018-19,317,0,0,0,0,0,0,0,0,124,111,82,0,0,0,0,137,43.2%,180,56.8%,3,0.9%,295,93.1%,13,4.1%,1,0.3%,1,0.3%,3,0.9%,1,0.3%,48,15.1%,9,2.8%,248,78.2%,59.3%
18K763,Brooklyn Science and Engineering Academy,2019-20,353,0,0,0,0,0,0,0,0,119,119,115,0,0,0,0,132,37.4%,221,62.6%,5,1.4%,312,88.4%,26,7.4%,3,0.8%,2,0.6%,4,1.1%,1,0.3%,70,19.8%,7,2.0%,262,74.2%,63.2%
18K763,Brooklyn Science and Engineering Academy,2020-21,359,0,0,0,0,0,0,0,0,117,122,120,0,0,0,0,136,37.9%,223,62.1%,6,1.7%,320,89.1%,21,5.8%,5,1.4%,2,0.6%,4,1.1%,1,0.3%,80,22.3%,7,1.9%,290,80.8%,61.9%
18K763,Brooklyn Science and Engineering Academy,2021-22,342,0,0,0,0,0,0,0,0,120,106,116,0,0,0,0,127,37.1%,215,62.9%,6,1.8%,290,84.8%,31,9.1%,5,1.5%,2,0.6%,6,1.8%,2,0.6%,91,26.6%,6,1.8%,273,79.8%,63.4%
19K007,P.S. 007 Abraham Lincoln,2017-18,879,0,36,150,123,154,129,149,138,0,0,0,0,0,0,0,453,51.5%,426,48.5%,64,7.3%,82,9.3%,696,79.2%,0,0.0%,17,1.9%,20,2.3%,0,0.0%,172,19.6%,179,20.4%,812,92.4%,82.0%
19K007,P.S. 007 Abraham Lincoln,2018-19,823,0,36,108,138,122,144,130,145,0,0,0,0,0,0,0,415,50.4%,408,49.6%,55,6.7%,58,7.0%,679,82.5%,0,0.0%,11,1.3%,20,2.4%,0,0.0%,161,19.6%,172,20.9%,753,91.5%,84.8%
19K007,P.S. 007 Abraham Lincoln,2019-20,784,15,36,94,107,137,117,139,139,0,0,0,0,0,0,0,406,51.8%,378,48.2%,40,5.1%,57,7.3%,657,83.8%,0,0.0%,13,1.7%,17,2.2%,0,0.0%,149,19.0%,164,20.9%,736,93.9%,86.8%
19K007,P.S. 007 Abraham Lincoln,2020-21,711,14,27,90,98,103,133,114,132,0,0,0,0,0,0,0,370,52.0%,341,48.0%,33,4.6%,46,6.5%,606,85.2%,0,0.0%,11,1.5%,14,2.0%,1,0.1%,140,19.7%,148,20.8%,Above 95%,Above 95%,86.6%
19K007,P.S. 007 Abraham Lincoln,2021-22,667,15,36,77,95,95,105,131,113,0,0,0,0,0,0,0,326,48.9%,341,51.1%,25,3.7%,44,6.6%,575,86.2%,0,0.0%,14,2.1%,8,1.2%,1,0.1%,119,17.8%,165,24.7%,621,93.1%,84.0%
19K013,P.S. 013 Roberto Clemente,2017-18,489,0,35,72,70,80,72,80,80,0,0,0,0,0,0,0,237,48.5%,252,51.5%,14,2.9%,317,64.8%,137,28.0%,0,0.0%,8,1.6%,13,2.7%,0,0.0%,132,27.0%,53,10.8%,464,94.9%,94.6%
19K013,P.S. 013 Roberto Clemente,2018-19,450,0,36,56,70,82,64,77,65,0,0,0,0,0,0,0,208,46.2%,242,53.8%,19,4.2%,298,66.2%,112,24.9%,0,0.0%,10,2.2%,11,2.4%,0,0.0%,120,26.7%,40,8.9%,423,94.0%,92.2%
19K013,P.S. 013 Roberto Clemente,2019-20,417,29,33,54,54,55,73,60,59,0,0,0,0,0,0,0,189,45.3%,228,54.7%,16,3.8%,278,66.7%,101,24.2%,0,0.0%,8,1.9%,14,3.4%,0,0.0%,101,24.2%,37,8.9%,389,93.3%,92.1%
19K013,P.S. 013 Roberto Clemente,2020-21,396,25,32,49,55,54,50,69,62,0,0,0,0,0,0,0,176,44.4%,220,55.6%,15,3.8%,265,66.9%,97,24.5%,0,0.0%,7,1.8%,12,3.0%,0,0.0%,91,23.0%,32,8.1%,369,93.2%,91.3%
19K013,P.S. 013 Roberto Clemente,2021-22,378,21,35,54,50,52,53,45,68,0,0,0,0,0,0,0,165,43.7%,213,56.3%,13,3.4%,255,67.5%,93,24.6%,0,0.0%,5,1.3%,12,3.2%,0,0.0%,88,23.3%,23,6.1%,342,90.5%,90.9%
19K065,P.S. 065,2017-18,617,0,0,89,94,110,90,129,105,0,0,0,0,0,0,0,298,48.3%,319,51.7%,21,3.4%,47,7.6%,523,84.8%,2,0.3%,18,2.9%,6,1.0%,0,0.0%,74,12.0%,143,23.2%,511,82.8%,86.6%
19K065,P.S. 065,2018-19,586,0,0,92,84,94,104,97,115,0,0,0,0,0,0,0,281,48.0%,305,52.0%,18,3.1%,43,7.3%,503,85.8%,3,0.5%,14,2.4%,5,0.9%,0,0.0%,78,13.3%,149,25.4%,487,83.1%,86.6%
19K065,P.S. 065,2019-20,556,15,0,83,96,78,87,105,92,0,0,0,0,0,0,0,268,48.2%,288,51.8%,20,3.6%,51,9.2%,466,83.8%,1,0.2%,11,2.0%,7,1.3%,0,0.0%,66,11.9%,124,22.3%,470,84.5%,86.1%
19K065,P.S. 065,2020-21,523,10,14,58,80,93,80,82,106,0,0,0,0,0,0,0,252,48.2%,271,51.8%,18,3.4%,35,6.7%,452,86.4%,1,0.2%,10,1.9%,7,1.3%,0,0.0%,52,9.9%,107,20.5%,431,82.4%,85.2%
19K065,P.S. 065,2021-22,488,23,18,69,58,82,85,78,75,0,0,0,0,0,0,0,232,47.5%,256,52.5%,23,4.7%,28,5.7%,420,86.1%,1,0.2%,11,2.3%,5,1.0%,0,0.0%,48,9.8%,116,23.8%,390,79.9%,82.6%
19K089,P.S. 089 Cypress Hills,2017-18,457,0,18,41,47,52,42,46,47,61,49,54,0,0,0,0,229,50.1%,228,49.9%,4,0.9%,14,3.1%,432,94.5%,1,0.2%,6,1.3%,0,0.0%,0,0.0%,117,25.6%,205,44.9%,424,92.8%,87.0%
19K089,P.S. 089 Cypress Hills,2018-19,469,0,18,43,44,46,51,43,51,64,60,49,0,0,0,0,232,49.5%,237,50.5%,4,0.9%,11,2.3%,450,95.9%,1,0.2%,3,0.6%,0,0.0%,0,0.0%,119,25.4%,206,43.9%,445,94.9%,86.4%
19K089,P.S. 089 Cypress Hills,2019-20,490,15,18,40,47,44,47,48,42,64,61,64,0,0,0,0,247,50.4%,243,49.6%,2,0.4%,13,2.7%,473,96.5%,1,0.2%,1,0.2%,0,0.0%,0,0.0%,116,23.7%,200,40.8%,462,94.3%,87.7%
19K089,P.S. 089 Cypress Hills,2020-21,470,14,18,44,37,45,44,47,50,50,62,59,0,0,0,0,242,51.5%,228,48.5%,1,0.2%,11,2.3%,455,96.8%,1,0.2%,2,0.4%,0,0.0%,0,0.0%,115,24.5%,192,40.9%,431,91.7%,88.6%
19K089,P.S. 089 Cypress Hills,2021-22,454,15,18,43,44,38,47,44,45,53,49,58,0,0,0,0,231,50.9%,223,49.1%,2,0.4%,8,1.8%,442,97.4%,0,0.0%,2,0.4%,0,0.0%,0,0.0%,100,22.0%,208,45.8%,410,90.3%,85.4%
19K108,P.S. 108 Sal Abbracciamento,2017-18,959,0,105,155,144,135,155,134,131,0,0,0,0,0,0,0,468,48.8%,491,51.2%,59,6.2%,107,11.2%,755,78.7%,4,0.4%,23,2.4%,11,1.1%,0,0.0%,229,23.9%,111,11.6%,791,82.5%,86.2%
19K108,P.S. 108 Sal Abbracciamento,2018-19,934,0,105,127,142,141,140,150,129,0,0,0,0,0,0,0,449,48.1%,485,51.9%,55,5.9%,88,9.4%,757,81.0%,6,0.6%,20,2.1%,8,0.9%,0,0.0%,238,25.5%,98,10.5%,757,81.0%,84.8%
19K108,P.S. 108 Sal Abbracciamento,2019-20,901,0,100,139,125,137,134,131,135,0,0,0,0,0,0,0,438,48.6%,463,51.4%,43,4.8%,75,8.3%,745,82.7%,7,0.8%,18,2.0%,13,1.4%,0,0.0%,221,24.5%,88,9.8%,773,85.8%,87.8%
19K108,P.S. 108 Sal Abbracciamento,2020-21,848,14,59,130,141,115,134,131,124,0,0,0,0,0,0,0,425,50.1%,423,49.9%,36,4.2%,71,8.4%,704,83.0%,6,0.7%,21,2.5%,10,1.2%,0,0.0%,197,23.2%,117,13.8%,714,84.2%,86.8%
19K108,P.S. 108 Sal Abbracciamento,2021-22,773,15,71,110,116,119,103,119,120,0,0,0,0,0,0,0,387,50.1%,386,49.9%,22,2.8%,74,9.6%,637,82.4%,3,0.4%,21,2.7%,16,2.1%,0,0.0%,177,22.9%,93,12.0%,647,83.7%,86.2%
19K149,P.S. 149 Danny Kaye,2017-18,681,0,69,85,99,104,113,122,89,0,0,0,0,0,0,0,341,50.1%,340,49.9%,21,3.1%,404,59.3%,241,35.4%,3,0.4%,4,0.6%,8,1.2%,0,0.0%,124,18.2%,43,6.3%,Above 95%,Above 95%,90.9%
19K149,P.S. 149 Danny Kaye,2018-19,638,0,57,83,82,91,103,115,107,0,0,0,0,0,0,0,313,49.1%,325,50.9%,21,3.3%,383,60.0%,219,34.3%,3,0.5%,3,0.5%,9,1.4%,0,0.0%,142,22.3%,44,6.9%,599,93.9%,90.6%
19K149,P.S. 149 Danny Kaye,2019-20,605,14,61,75,73,88,88,93,113,0,0,0,0,0,0,0,290,47.9%,315,52.1%,16,2.6%,342,56.5%,230,38.0%,2,0.3%,2,0.3%,13,2.1%,0,0.0%,144,23.8%,43,7.1%,568,93.9%,89.2%
19K149,P.S. 149 Danny Kaye,2020-21,494,9,31,69,66,74,82,78,85,0,0,0,0,0,0,0,230,46.6%,264,53.4%,15,3.0%,276,55.9%,187,37.9%,1,0.2%,2,0.4%,13,2.6%,0,0.0%,124,25.1%,34,6.9%,Above 95%,Above 95%,89.1%
19K149,P.S. 149 Danny Kaye,2021-22,479,15,43,74,70,60,74,71,72,0,0,0,0,0,0,0,219,45.7%,260,54.3%,14,2.9%,268,55.9%,180,37.6%,3,0.6%,4,0.8%,10,2.1%,0,0.0%,96,20.0%,31,6.5%,443,92.5%,85.9%
19K158,P.S. 158 Warwick,2017-18,589,0,49,90,92,86,81,90,101,0,0,0,0,0,0,0,305,51.8%,284,48.2%,7,1.2%,286,48.6%,275,46.7%,1,0.2%,11,1.9%,9,1.5%,0,0.0%,111,18.8%,55,9.3%,528,89.6%,90.9%
19K158,P.S. 158 Warwick,2018-19,517,0,42,69,79,88,83,73,83,0,0,0,0,0,0,0,267,51.6%,250,48.4%,6,1.2%,245,47.4%,252,48.7%,1,0.2%,6,1.2%,7,1.4%,0,0.0%,105,20.3%,42,8.1%,467,90.3%,88.2%
19K158,P.S. 158 Warwick,2019-20,505,37,54,48,67,71,83,76,69,0,0,0,0,0,0,0,271,53.7%,234,46.3%,8,1.6%,239,47.3%,241,47.7%,1,0.2%,10,2.0%,6,1.2%,0,0.0%,90,17.8%,32,6.3%,450,89.1%,88.2%
19K158,P.S. 158 Warwick,2020-21,480,37,41,60,52,61,67,85,77,0,0,0,0,0,0,0,265,55.2%,215,44.8%,16,3.3%,235,49.0%,216,45.0%,0,0.0%,9,1.9%,4,0.8%,0,0.0%,77,16.0%,27,5.6%,452,94.2%,87.7%
19K158,P.S. 158 Warwick,2021-22,426,30,42,50,57,46,59,67,75,0,0,0,0,0,0,0,237,55.6%,189,44.4%,15,3.5%,201,47.2%,193,45.3%,0,0.0%,8,1.9%,9,2.1%,0,0.0%,67,15.7%,24,5.6%,387,90.8%,86.3%
19K159,P.S. 159 Isaac Pitkin,2017-18,798,0,0,134,128,137,119,131,149,0,0,0,0,0,0,0,410,51.4%,388,48.6%,322,40.4%,247,31.0%,193,24.2%,4,0.5%,21,2.6%,11,1.4%,0,0.0%,130,16.3%,158,19.8%,684,85.7%,89.9%
19K159,P.S. 159 Isaac Pitkin,2018-19,749,0,0,121,119,129,129,121,130,0,0,0,0,0,0,0,369,49.3%,380,50.7%,302,40.3%,211,28.2%,206,27.5%,4,0.5%,18,2.4%,8,1.1%,0,0.0%,144,19.2%,145,19.4%,640,85.4%,89.2%
19K159,P.S. 159 Isaac Pitkin,2019-20,756,0,18,127,120,120,129,124,118,0,0,0,0,0,0,0,373,49.3%,383,50.7%,328,43.4%,205,27.1%,192,25.4%,4,0.5%,16,2.1%,11,1.5%,0,0.0%,127,16.8%,112,14.8%,649,85.8%,89.6%
19K159,P.S. 159 Isaac Pitkin,2020-21,697,0,36,86,116,111,114,120,114,0,0,0,0,0,0,0,346,49.6%,351,50.4%,336,48.2%,156,22.4%,177,25.4%,4,0.6%,17,2.4%,7,1.0%,0,0.0%,112,16.1%,117,16.8%,590,84.6%,88.3%
19K159,P.S. 159 Isaac Pitkin,2021-22,638,0,32,116,88,111,91,97,103,0,0,0,0,0,0,0,318,49.8%,320,50.2%,325,50.9%,135,21.2%,147,23.0%,8,1.3%,16,2.5%,7,1.1%,0,0.0%,86,13.5%,111,17.4%,524,82.1%,86.7%
19K171,I.S. 171 Abraham Lincoln,2017-18,444,0,0,0,0,0,0,0,0,144,148,152,0,0,0,0,223,50.2%,221,49.8%,32,7.2%,37,8.3%,360,81.1%,0,0.0%,9,2.0%,6,1.4%,0,0.0%,84,18.9%,119,26.8%,Above 95%,Above 95%,89.7%
19K171,I.S. 171 Abraham Lincoln,2018-19,418,0,0,0,0,0,0,0,0,117,151,150,0,0,0,0,189,45.2%,229,54.8%,32,7.7%,37,8.9%,338,80.9%,0,0.0%,7,1.7%,4,1.0%,0,0.0%,78,18.7%,123,29.4%,Above 95%,Above 95%,87.2%
19K171,I.S. 171 Abraham Lincoln,2019-20,385,0,0,0,0,0,0,0,0,128,114,143,0,0,0,0,162,42.1%,223,57.9%,32,8.3%,30,7.8%,312,81.0%,0,0.0%,7,1.8%,4,1.0%,0,0.0%,68,17.7%,113,29.4%,359,93.2%,89.0%
19K171,I.S. 171 Abraham Lincoln,2020-21,343,0,0,0,0,0,0,0,0,93,135,115,0,0,0,0,139,40.5%,204,59.5%,26,7.6%,27,7.9%,281,81.9%,0,0.0%,6,1.7%,3,0.9%,0,0.0%,63,18.4%,101,29.4%,Above 95%,Above 95%,88.6%
19K171,I.S. 171 Abraham Lincoln,2021-22,304,0,0,0,0,0,0,0,0,86,95,123,0,0,0,0,144,47.4%,160,52.6%,23,7.6%,26,8.6%,244,80.3%,0,0.0%,6,2.0%,5,1.6%,0,0.0%,51,16.8%,102,33.6%,276,90.8%,87.6%
19K190,P.S. 190 Sheffield,2017-18,185,0,14,25,30,28,30,32,26,0,0,0,0,0,0,0,97,52.4%,88,47.6%,0,0.0%,143,77.3%,39,21.1%,0,0.0%,0,0.0%,3,1.6%,0,0.0%,31,16.8%,7,3.8%,Above 95%,Above 95%,91.3%
19K190,P.S. 190 Sheffield,2018-19,177,0,17,30,22,23,36,24,25,0,0,0,0,0,0,0,96,54.2%,81,45.8%,1,0.6%,133,75.1%,37,20.9%,0,0.0%,2,1.1%,4,2.3%,0,0.0%,28,15.8%,6,3.4%,Above 95%,Above 95%,93.5%
19K190,P.S. 190 Sheffield,2019-20,190,12,12,17,24,26,32,35,32,0,0,0,0,0,0,0,106,55.8%,84,44.2%,6,3.2%,133,70.0%,37,19.5%,1,0.5%,1,0.5%,12,6.3%,0,0.0%,33,17.4%,11,5.8%,180,94.7%,91.1%
19K190,P.S. 190 Sheffield,2020-21,157,3,15,11,16,24,26,31,31,0,0,0,0,0,0,0,86,54.8%,71,45.2%,4,2.5%,110,70.1%,32,20.4%,0,0.0%,1,0.6%,10,6.4%,0,0.0%,22,14.0%,10,6.4%,149,94.9%,90.0%
19K190,P.S. 190 Sheffield,2021-22,138,8,7,20,10,18,21,25,29,0,0,0,0,0,0,0,77,55.8%,61,44.2%,4,2.9%,95,68.8%,27,19.6%,0,0.0%,0,0.0%,12,8.7%,0,0.0%,23,16.7%,12,8.7%,131,94.9%,84.2%
19K202,P.S. 202 Ernest S. Jenkyns,2017-18,439,0,31,43,64,79,81,61,80,0,0,0,0,0,0,0,212,48.3%,227,51.7%,11,2.5%,258,58.8%,153,34.9%,2,0.5%,4,0.9%,11,2.5%,0,0.0%,128,29.2%,50,11.4%,Above 95%,Above 95%,92.8%
19K202,P.S. 202 Ernest S. Jenkyns,2018-19,340,0,32,41,35,50,64,65,53,0,0,0,0,0,0,0,165,48.5%,175,51.5%,12,3.5%,194,57.1%,119,35.0%,2,0.6%,3,0.9%,10,2.9%,0,0.0%,88,25.9%,39,11.5%,Above 95%,Above 95%,94.2%
19K202,P.S. 202 Ernest S. Jenkyns,2019-20,352,27,13,45,49,39,57,53,69,0,0,0,0,0,0,0,175,49.7%,177,50.3%,11,3.1%,197,56.0%,129,36.6%,2,0.6%,2,0.6%,11,3.1%,0,0.0%,90,25.6%,38,10.8%,334,94.9%,94.1%
