,School District,School DBN,School Name,Category,Grade 9 Seats Available,Grade 9 Applicants,Grade 9 Offers,Grade 9 Seats Available - Notes
48849,10,10X477,Marble Hill High School for International Studies,Residential District 04,,s,s,
48850,10,10X477,Marble Hill High School for International Studies,Residential District 05,,11,s,
48851,10,10X477,Marble Hill High School for International Studies,Residential District 06,,68,7,
48852,10,10X477,Marble Hill High School for International Studies,Residential District 07,,44,s,
48853,10,10X477,Marble Hill High School for International Studies,Residential District 08,,83,s,
48854,10,10X477,Marble Hill High School for International Studies,Residential District 09,,254,33,
48855,10,10X477,Marble Hill High School for International Studies,Residential District 10,,604,77,
48856,10,10X477,Marble Hill High School for International Studies,Residential District 11,,208,32,
48857,10,10X477,Marble Hill High School for International Studies,Residential District 12,,106,8,
48858,10,10X477,Marble Hill High School for International Studies,Residential District 19,,s,s,
48859,10,10X477,Marble Hill High School for International Studies,Residential District 28,,s,s,
48860,10,10X477,Marble Hill High School for International Studies,Residential District 29,,s,s,
48861,10,10X477,Marble Hill High School for International Studies,Residential District 30,,s,s,
48862,10,10X477,Marble Hill High School for International Studies,Residential District Unknown,,6,s,
1927,1,01M509,Marta Valle High School,Residential District 01,,58,13,
1928,1,01M509,Marta Valle High School,Residential District 02,,32,s,
1929,1,01M509,Marta Valle High School,Residential District 03,,6,s,
1930,1,01M509,Marta Valle High School,Residential District 04,,15,s,
1931,1,01M509,Marta Valle High School,Residential District 05,,14,s,
1932,1,01M509,Marta Valle High School,Residential District 06,,13,s,
1933,1,01M509,Marta Valle High School,Residential District 07,,12,s,
1934,1,01M509,Marta Valle High School,Residential District 08,,8,s,
1935,1,01M509,Marta Valle High School,Residential District 09,,18,s,
1936,1,01M509,Marta Valle High School,Residential District 10,,13,s,
1937,1,01M509,Marta Valle High School,Residential District 11,,7,s,
1938,1,01M509,Marta Valle High School,Residential District 12,,s,s,
1939,1,01M509,Marta Valle High School,Residential District 13,,6,s,
1940,1,01M509,Marta Valle High School,Residential District 14,,11,s,
1941,1,01M509,Marta Valle High School,Residential District 15,,s,s,
1942,1,01M509,Marta Valle High School,Residential District 16,,s,s,
1943,1,01M509,Marta Valle High School,Residential District 17,,s,s,
1944,1,01M509,Marta Valle High School,Residential District 19,,8,s,
1945,1,01M509,Marta Valle High School,Residential District 20,,s,s,
1946,1,01M509,Marta Valle High School,Residential District 22,,s,s,
1947,1,01M509,Marta Valle High School,Residential District 23,,s,s,
1948,1,01M509,Marta Valle High School,Residential District 24,,7,s,
1949,1,01M509,Marta Valle High School,Residential District 25,,s,s,
1950,1,01M509,Marta Valle High School,Residential District 27,,8,s,
1951,1,01M509,Marta Valle High School,Residential District 29,,s,s,
1952,1,01M509,Marta Valle High School,Residential District 30,,8,s,
1953,1,01M509,Marta Valle High School,Residential District 31,,s,s,
1954,1,01M509,Marta Valle High School,Residential District 32,,8,s,
100393,26,26Q435,Martin Van Buren High School,Residential District 03,,s,s,
100394,26,26Q435,Martin Van Buren High School,Residential District 04,,s,s,
100395,26,26Q435,Martin Van Buren High School,Residential District 05,,s,s,
100396,26,26Q435,Martin Van Buren High School,Residential District 07,,s,s,
100397,26,26Q435,Martin Van Buren High School,Residential District 08,,s,s,
100398,26,26Q435,Martin Van Buren High School,Residential District 09,,s,s,
100399,26,26Q435,Martin Van Buren High School,Residential District 10,,s,s,
100400,26,26Q435,Martin Van Buren High School,Residential District 13,,s,s,
100401,26,26Q435,Martin Van Buren High School,Residential District 14,,s,s,
100402,26,26Q435,Martin Van Buren High School,Residential District 15,,s,s,
100403,26,26Q435,Martin Van Buren High School,Residential District 17,,s,s,
100404,26,26Q435,Martin Van Buren High School,Residential District 18,,s,s,
100405,26,26Q435,Martin Van Buren High School,Residential District 19,,17,s,
100406,26,26Q435,Martin Van Buren High School,Residential District 21,,s,s,
100407,26,26Q435,Martin Van Buren High School,Residential District 23,,7,s,
100408,26,26Q435,Martin Van Buren High School,Residential District 24,,37,7,
100409,26,26Q435,Martin Van Buren High School,Residential District 25,,44,10,
100410,26,26Q435,Martin Van Buren High School,Residential District 26,,151,65,
100411,26,26Q435,Martin Van Buren High School,Residential District 27,,111,18,
100412,26,26Q435,Martin Van Buren High School,Residential District 28,,129,17,
100413,26,26Q435,Martin Van Buren High School,Residential District 29,,507,158,
100414,26,26Q435,Martin Van Buren High School,Residential District 30,,33,s,
100415,26,26Q435,Martin Van Buren High School,Residential District 32,,s,s,
100416,26,26Q435,Martin Van Buren High School,Residential District Unknown,,s,s,
92947,24,24Q585,Maspeth High School,Residential District 01,,s,s,
92948,24,24Q585,Maspeth High School,Residential District 02,,s,s,
92949,24,24Q585,Maspeth High School,Residential District 04,,s,s,
92950,24,24Q585,Maspeth High School,Residential District 05,,s,s,
92951,24,24Q585,Maspeth High School,Residential District 06,,s,s,
92952,24,24Q585,Maspeth High School,Residential District 07,,s,s,
92953,24,24Q585,Maspeth High School,Residential District 08,,12,s,
92954,24,24Q585,Maspeth High School,Residential District 09,,7,s,
92955,24,24Q585,Maspeth High School,Residential District 10,,s,s,
92956,24,24Q585,Maspeth High School,Residential District 11,,13,s,
92957,24,24Q585,Maspeth High School,Residential District 12,,s,s,
92958,24,24Q585,Maspeth High School,Residential District 13,,s,s,
92959,24,24Q585,Maspeth High School,Residential District 14,,81,s,
92960,24,24Q585,Maspeth High School,Residential District 15,,s,s,
92961,24,24Q585,Maspeth High School,Residential District 16,,17,s,
92962,24,24Q585,Maspeth High School,Residential District 17,,10,s,
92963,24,24Q585,Maspeth High School,Residential District 18,,9,s,
92964,24,24Q585,Maspeth High School,Residential District 19,,87,s,
92965,24,24Q585,Maspeth High School,Residential District 20,,s,s,
92966,24,24Q585,Maspeth High School,Residential District 21,,s,s,
92967,24,24Q585,Maspeth High School,Residential District 22,,6,s,
92968,24,24Q585,Maspeth High School,Residential District 23,,16,s,
92969,24,24Q585,Maspeth High School,Residential District 24,,3395,303,
92970,24,24Q585,Maspeth High School,Residential District 25,,194,s,
92971,24,24Q585,Maspeth High School,Residential District 26,,52,s,
92972,24,24Q585,Maspeth High School,Residential District 27,,421,s,
92973,24,24Q585,Maspeth High School,Residential District 28,,288,s,
92974,24,24Q585,Maspeth High School,Residential District 29,,188,s,
92975,24,24Q585,Maspeth High School,Residential District 30,,636,12,
92976,24,24Q585,Maspeth High School,Residential District 31,,s,s,
92977,24,24Q585,Maspeth High School,Residential District 32,,121,6,
92978,24,24Q585,Maspeth High School,Residential District Unknown,,15,s,
112177,29,29Q492,Mathematics Science Research and Technology Magnet High School,Residential District 02,,s,s,
112178,29,29Q492,Mathematics Science Research and Technology Magnet High School,Residential District 03,,s,s,
112179,29,29Q492,Mathematics Science Research and Technology Magnet High School,Residential District 05,,s,s,
112180,29,29Q492,Mathematics Science Research and Technology Magnet High School,Residential District 08,,s,s,
112181,29,29Q492,Mathematics Science Research and Technology Magnet High School,Residential District 09,,s,s,
112182,29,29Q492,Mathematics Science Research and Technology Magnet High School,Residential District 11,,7,s,
112183,29,29Q492,Mathematics Science Research and Technology Magnet High School,Residential District 12,,s,s,
112184,29,29Q492,Mathematics Science Research and Technology Magnet High School,Residential District 15,,s,s,
112185,29,29Q492,Mathematics Science Research and Technology Magnet High School,Residential District 16,,s,s,
112186,29,29Q492,Mathematics Science Research and Technology Magnet High School,Residential District 17,,s,s,
112187,29,29Q492,Mathematics Science Research and Technology Magnet High School,Residential District 18,,s,s,
112188,29,29Q492,Mathematics Science Research and Technology Magnet High School,Residential District 19,,11,s,
112189,29,29Q492,Mathematics Science Research and Technology Magnet High School,Residential District 21,,s,s,
112190,29,29Q492,Mathematics Science Research and Technology Magnet High School,Residential District 23,,s,s,
112191,29,29Q492,Mathematics Science Research and Technology Magnet High School,Residential District 24,,16,s,
112192,29,29Q492,Mathematics Science Research and Technology Magnet High School,Residential District 25,,11,s,
112193,29,29Q492,Mathematics Science Research and Technology Magnet High School,Residential District 26,,42,s,
112194,29,29Q492,Mathematics Science Research and Technology Magnet High School,Residential District 27,,63,10,
112195,29,29Q492,Mathematics Science Research and Technology Magnet High School,Residential District 28,,81,14,
112196,29,29Q492,Mathematics Science Research and Technology Magnet High School,Residential District 29,,263,39,
112197,29,29Q492,Mathematics Science Research and Technology Magnet High School,Residential District 30,,15,s,
112198,29,29Q492,Mathematics Science Research and Technology Magnet High School,Residential District Unknown,,s,s,
72080,17,17K590,Medgar Evers College Preparatory School,Residential District 01,,s,s,
72081,17,17K590,Medgar Evers College Preparatory School,Residential District 02,,9,s,
72082,17,17K590,Medgar Evers College Preparatory School,Residential District 03,,s,s,
72083,17,17K590,Medgar Evers College Preparatory School,Residential District 04,,s,s,
72084,17,17K590,Medgar Evers College Preparatory School,Residential District 05,,s,s,
72085,17,17K590,Medgar Evers College Preparatory School,Residential District 06,,s,s,
72086,17,17K590,Medgar Evers College Preparatory School,Residential District 08,,s,s,
72087,17,17K590,Medgar Evers College Preparatory School,Residential District 09,,s,s,
72088,17,17K590,Medgar Evers College Preparatory School,Residential District 10,,s,s,
72089,17,17K590,Medgar Evers College Preparatory School,Residential District 11,,s,s,
72090,17,17K590,Medgar Evers College Preparatory School,Residential District 12,,s,s,
72091,17,17K590,Medgar Evers College Preparatory School,Residential District 13,,183,13,
72092,17,17K590,Medgar Evers College Preparatory School,Residential District 14,,51,s,
72093,17,17K590,Medgar Evers College Preparatory School,Residential District 15,,73,6,
72094,17,17K590,Medgar Evers College Preparatory School,Residential District 16,,190,20,
72095,17,17K590,Medgar Evers College Preparatory School,Residential District 17,,673,69,
72096,17,17K590,Medgar Evers College Preparatory School,Residential District 18,,593,54,
72097,17,17K590,Medgar Evers College Preparatory School,Residential District 19,,363,31,
72098,17,17K590,Medgar Evers College Preparatory School,Residential District 20,,46,s,
72099,17,17K590,Medgar Evers College Preparatory School,Residential District 21,,40,s,
72100,17,17K590,Medgar Evers College Preparatory School,Residential District 22,,469,23,
72101,17,17K590,Medgar Evers College Preparatory School,Residential District 23,,230,16,
72102,17,17K590,Medgar Evers College Preparatory School,Residential District 24,,16,s,
72103,17,17K590,Medgar Evers College Preparatory School,Residential District 25,,s,s,
72104,17,17K590,Medgar Evers College Preparatory School,Residential District 26,,s,s,
72105,17,17K590,Medgar Evers College Preparatory School,Residential District 27,,31,s,
72106,17,17K590,Medgar Evers College Preparatory School,Residential District 28,,13,s,
72107,17,17K590,Medgar Evers College Preparatory School,Residential District 29,,24,8,
72108,17,17K590,Medgar Evers College Preparatory School,Residential District 30,,s,s,
72109,17,17K590,Medgar Evers College Preparatory School,Residential District 31,,9,s,
72110,17,17K590,Medgar Evers College Preparatory School,Residential District 32,,66,s,
72111,17,17K590,Medgar Evers College Preparatory School,Residential District Unknown,,6,s,
89182,23,23K647,Metropolitan Diploma Plus High School,Residential District 02,,s,s,
89183,23,23K647,Metropolitan Diploma Plus High School,Residential District 14,,s,s,
89184,23,23K647,Metropolitan Diploma Plus High School,Residential District 16,,s,s,
89185,23,23K647,Metropolitan Diploma Plus High School,Residential District 17,,s,s,
89186,23,23K647,Metropolitan Diploma Plus High School,Residential District 18,,s,s,
89187,23,23K647,Metropolitan Diploma Plus High School,Residential District 19,,10,s,
89188,23,23K647,Metropolitan Diploma Plus High School,Residential District 22,,s,s,
89189,23,23K647,Metropolitan Diploma Plus High School,Residential District 23,,7,s,
89190,23,23K647,Metropolitan Diploma Plus High School,Residential District 24,,s,s,
89191,23,23K647,Metropolitan Diploma Plus High School,Residential District 32,,s,s,
105995,28,28Q167,Metropolitan Expeditionary Learning School,Residential District 01,,s,s,
105996,28,28Q167,Metropolitan Expeditionary Learning School,Residential District 04,,s,s,
105997,28,28Q167,Metropolitan Expeditionary Learning School,Residential District 05,,s,s,
105998,28,28Q167,Metropolitan Expeditionary Learning School,Residential District 07,,s,s,
105999,28,28Q167,Metropolitan Expeditionary Learning School,Residential District 08,,s,s,
106000,28,28Q167,Metropolitan Expeditionary Learning School,Residential District 09,,s,s,
106001,28,28Q167,Metropolitan Expeditionary Learning School,Residential District 10,,s,s,
106002,28,28Q167,Metropolitan Expeditionary Learning School,Residential District 11,,s,s,
106003,28,28Q167,Metropolitan Expeditionary Learning School,Residential District 12,,s,s,
106004,28,28Q167,Metropolitan Expeditionary Learning School,Residential District 13,,s,s,
106005,28,28Q167,Metropolitan Expeditionary Learning School,Residential District 14,,7,s,
106006,28,28Q167,Metropolitan Expeditionary Learning School,Residential District 15,,s,s,
106007,28,28Q167,Metropolitan Expeditionary Learning School,Residential District 16,,6,s,
106008,28,28Q167,Metropolitan Expeditionary Learning School,Residential District 17,,s,s,
106009,28,28Q167,Metropolitan Expeditionary Learning School,Residential District 18,,s,s,
106010,28,28Q167,Metropolitan Expeditionary Learning School,Residential District 19,,47,s,
106011,28,28Q167,Metropolitan Expeditionary Learning School,Residential District 20,,s,s,
106012,28,28Q167,Metropolitan Expeditionary Learning School,Residential District 21,,s,s,
106013,28,28Q167,Metropolitan Expeditionary Learning School,Residential District 22,,s,s,
106014,28,28Q167,Metropolitan Expeditionary Learning School,Residential District 23,,s,s,
106015,28,28Q167,Metropolitan Expeditionary Learning School,Residential District 24,,892,s,
106016,28,28Q167,Metropolitan Expeditionary Learning School,Residential District 25,,72,s,
106017,28,28Q167,Metropolitan Expeditionary Learning School,Residential District 26,,29,s,
106018,28,28Q167,Metropolitan Expeditionary Learning School,Residential District 27,,666,16,
106019,28,28Q167,Metropolitan Expeditionary Learning School,Residential District 28,,522,99,
106020,28,28Q167,Metropolitan Expeditionary Learning School,Residential District 29,,132,s,
106021,28,28Q167,Metropolitan Expeditionary Learning School,Residential District 30,,146,s,
106022,28,28Q167,Metropolitan Expeditionary Learning School,Residential District 32,,33,s,
106023,28,28Q167,Metropolitan Expeditionary Learning School,Residential District Unknown,,6,s,
55221,12,12X248,Metropolitan High School The,Residential District 01,,s,s,
55222,12,12X248,Metropolitan High School The,Residential District 03,,s,s,
55223,12,12X248,Metropolitan High School The,Residential District 04,,s,s,
55224,12,12X248,Metropolitan High School The,Residential District 05,,s,s,
55225,12,12X248,Metropolitan High School The,Residential District 07,,21,s,
55226,12,12X248,Metropolitan High School The,Residential District 08,,96,11,
55227,12,12X248,Metropolitan High School The,Residential District 09,,29,s,
55228,12,12X248,Metropolitan High School The,Residential District 10,,23,s,
55229,12,12X248,Metropolitan High School The,Residential District 11,,34,s,
55230,12,12X248,Metropolitan High School The,Residential District 12,,92,19,
55231,12,12X248,Metropolitan High School The,Residential District 19,,s,s,
55232,12,12X248,Metropolitan High School The,Residential District 20,,s,s,
55233,12,12X248,Metropolitan High School The,Residential District 23,,s,s,
55234,12,12X248,Metropolitan High School The,Residential District 24,,11,s,
55235,12,12X248,Metropolitan High School The,Residential District 27,,12,s,
55236,12,12X248,Metropolitan High School The,Residential District 28,,7,s,
55237,12,12X248,Metropolitan High School The,Residential District 29,,s,s,
55238,12,12X248,Metropolitan High School The,Residential District 30,,s,s,
55239,12,12X248,Metropolitan High School The,Residential District Unknown,,s,s,
92226,24,24Q520,Middle College High School at LaGuardia Community College,Residential District 01,,s,s,
92227,24,24Q520,Middle College High School at LaGuardia Community College,Residential District 02,,s,s,
92228,24,24Q520,Middle College High School at LaGuardia Community College,Residential District 03,,s,s,
92229,24,24Q520,Middle College High School at LaGuardia Community College,Residential District 04,,s,s,
92230,24,24Q520,Middle College High School at LaGuardia Community College,Residential District 05,,s,s,
92231,24,24Q520,Middle College High School at LaGuardia Community College,Residential District 06,,s,s,
92232,24,24Q520,Middle College High School at LaGuardia Community College,Residential District 07,,s,s,
92233,24,24Q520,Middle College High School at LaGuardia Community College,Residential District 08,,6,s,
92234,24,24Q520,Middle College High School at LaGuardia Community College,Residential District 09,,s,s,
92235,24,24Q520,Middle College High School at LaGuardia Community College,Residential District 10,,s,s,
92236,24,24Q520,Middle College High School at LaGuardia Community College,Residential District 11,,s,s,
92237,24,24Q520,Middle College High School at LaGuardia Community College,Residential District 12,,s,s,
92238,24,24Q520,Middle College High School at LaGuardia Community College,Residential District 13,,s,s,
92239,24,24Q520,Middle College High School at LaGuardia Community College,Residential District 14,,16,s,
92240,24,24Q520,Middle College High School at LaGuardia Community College,Residential District 15,,s,s,
92241,24,24Q520,Middle College High School at LaGuardia Community College,Residential District 16,,s,s,
92242,24,24Q520,Middle College High School at LaGuardia Community College,Residential District 17,,s,s,
92243,24,24Q520,Middle College High School at LaGuardia Community College,Residential District 18,,s,s,
92244,24,24Q520,Middle College High School at LaGuardia Community College,Residential District 19,,13,s,
92245,24,24Q520,Middle College High School at LaGuardia Community College,Residential District 20,,s,s,
92246,24,24Q520,Middle College High School at LaGuardia Community College,Residential District 21,,s,s,
92247,24,24Q520,Middle College High School at LaGuardia Community College,Residential District 22,,s,s,
92248,24,24Q520,Middle College High School at LaGuardia Community College,Residential District 23,,s,s,
92249,24,24Q520,Middle College High School at LaGuardia Community College,Residential District 24,,843,54,
92250,24,24Q520,Middle College High School at LaGuardia Community College,Residential District 25,,38,s,
92251,24,24Q520,Middle College High School at LaGuardia Community College,Residential District 26,,8,s,
92252,24,24Q520,Middle College High School at LaGuardia Community College,Residential District 27,,52,s,
92253,24,24Q520,Middle College High School at LaGuardia Community College,Residential District 28,,42,s,
92254,24,24Q520,Middle College High School at LaGuardia Community College,Residential District 29,,43,s,
92255,24,24Q520,Middle College High School at LaGuardia Community College,Residential District 30,,717,50,
92256,24,24Q520,Middle College High School at LaGuardia Community College,Residential District 31,,s,s,
92257,24,24Q520,Middle College High School at LaGuardia Community College,Residential District 32,,17,s,
92258,24,24Q520,Middle College High School at LaGuardia Community College,Residential District Unknown,,s,s,
86566,22,22K405,Midwood High School,Residential District 01,,12,s,
86567,22,22K405,Midwood High School,Residential District 02,,32,s,
86568,22,22K405,Midwood High School,Residential District 03,,7,s,
86569,22,22K405,Midwood High School,Residential District 04,,s,s,
86570,22,22K405,Midwood High School,Residential District 05,,7,s,
86571,22,22K405,Midwood High School,Residential District 07,,6,s,
86572,22,22K405,Midwood High School,Residential District 08,,6,s,
86573,22,22K405,Midwood High School,Residential District 09,,s,s,
86574,22,22K405,Midwood High School,Residential District 10,,11,s,
86575,22,22K405,Midwood High School,Residential District 11,,16,s,
86576,22,22K405,Midwood High School,Residential District 12,,7,s,
86577,22,22K405,Midwood High School,Residential District 13,,343,33,
86578,22,22K405,Midwood High School,Residential District 14,,87,s,
86579,22,22K405,Midwood High School,Residential District 15,,1066,141,
86580,22,22K405,Midwood High School,Residential District 16,,151,8,
86581,22,22K405,Midwood High School,Residential District 17,,792,33,
86582,22,22K405,Midwood High School,Residential District 18,,811,32,
86583,22,22K405,Midwood High School,Residential District 19,,448,29,
86584,22,22K405,Midwood High School,Residential District 20,,1742,405,
86585,22,22K405,Midwood High School,Residential District 21,,1339,335,
86586,22,22K405,Midwood High School,Residential District 22,,2387,590,
86587,22,22K405,Midwood High School,Residential District 23,,234,6,
86588,22,22K405,Midwood High School,Residential District 24,,34,s,
86589,22,22K405,Midwood High School,Residential District 25,,8,s,
86590,22,22K405,Midwood High School,Residential District 26,,s,s,
86591,22,22K405,Midwood High School,Residential District 27,,154,7,
86592,22,22K405,Midwood High School,Residential District 28,,11,s,
86593,22,22K405,Midwood High School,Residential District 29,,37,s,
86594,22,22K405,Midwood High School,Residential District 30,,11,s,
86595,22,22K405,Midwood High School,Residential District 31,,71,s,
86596,22,22K405,Midwood High School,Residential District 32,,64,s,
86597,22,22K405,Midwood High School,Residential District Unknown,,17,s,
38815,8,08X312,Millennium Art Academy,Residential District 01,,s,s,
38816,8,08X312,Millennium Art Academy,Residential District 02,,s,s,
38817,8,08X312,Millennium Art Academy,Residential District 03,,s,s,
38818,8,08X312,Millennium Art Academy,Residential District 04,,s,s,
38819,8,08X312,Millennium Art Academy,Residential District 05,,7,s,
38820,8,08X312,Millennium Art Academy,Residential District 06,,s,s,
38821,8,08X312,Millennium Art Academy,Residential District 07,,42,s,
38822,8,08X312,Millennium Art Academy,Residential District 08,,258,54,
38823,8,08X312,Millennium Art Academy,Residential District 09,,118,10,
38824,8,08X312,Millennium Art Academy,Residential District 10,,118,14,
38825,8,08X312,Millennium Art Academy,Residential District 11,,161,29,
38826,8,08X312,Millennium Art Academy,Residential District 12,,135,24,
38827,8,08X312,Millennium Art Academy,Residential District 13,,s,s,
38828,8,08X312,Millennium Art Academy,Residential District 14,,s,s,
38829,8,08X312,Millennium Art Academy,Residential District 16,,s,s,
38830,8,08X312,Millennium Art Academy,Residential District 18,,s,s,
38831,8,08X312,Millennium Art Academy,Residential District 19,,6,s,
38832,8,08X312,Millennium Art Academy,Residential District 20,,s,s,
38833,8,08X312,Millennium Art Academy,Residential District 21,,s,s,
38834,8,08X312,Millennium Art Academy,Residential District 22,,s,s,
38835,8,08X312,Millennium Art Academy,Residential District 23,,s,s,
38836,8,08X312,Millennium Art Academy,Residential District 24,,6,s,
38837,8,08X312,Millennium Art Academy,Residential District 25,,9,s,
38838,8,08X312,Millennium Art Academy,Residential District 26,,s,s,
38839,8,08X312,Millennium Art Academy,Residential District 27,,s,s,
38840,8,08X312,Millennium Art Academy,Residential District 28,,s,s,
38841,8,08X312,Millennium Art Academy,Residential District 29,,s,s,
38842,8,08X312,Millennium Art Academy,Residential District 30,,s,s,
38843,8,08X312,Millennium Art Academy,Residential District 31,,s,s,
38844,8,08X312,Millennium Art Academy,Residential District Unknown,,s,s,
67220,15,15K684,Millennium Brooklyn HS,Residential District 01,,12,s,
67221,15,15K684,Millennium Brooklyn HS,Residential District 02,,63,s,
67222,15,15K684,Millennium Brooklyn HS,Residential District 03,,8,s,
67223,15,15K684,Millennium Brooklyn HS,Residential District 04,,s,s,
67224,15,15K684,Millennium Brooklyn HS,Residential District 05,,s,s,
67225,15,15K684,Millennium Brooklyn HS,Residential District 06,,s,s,
67226,15,15K684,Millennium Brooklyn HS,Residential District 07,,s,s,
67227,15,15K684,Millennium Brooklyn HS,Residential District 08,,s,s,
67228,15,15K684,Millennium Brooklyn HS,Residential District 09,,s,s,
67229,15,15K684,Millennium Brooklyn HS,Residential District 10,,s,s,
67230,15,15K684,Millennium Brooklyn HS,Residential District 11,,8,s,
67231,15,15K684,Millennium Brooklyn HS,Residential District 12,,s,s,
67232,15,15K684,Millennium Brooklyn HS,Residential District 13,,444,37,
67233,15,15K684,Millennium Brooklyn HS,Residential District 14,,206,14,
67234,15,15K684,Millennium Brooklyn HS,Residential District 15,,1273,114,
67235,15,15K684,Millennium Brooklyn HS,Residential District 16,,134,6,
67236,15,15K684,Millennium Brooklyn HS,Residential District 17,,408,11,
67237,15,15K684,Millennium Brooklyn HS,Residential District 18,,309,s,
67238,15,15K684,Millennium Brooklyn HS,Residential District 19,,333,7,
67239,15,15K684,Millennium Brooklyn HS,Residential District 20,,928,60,
67240,15,15K684,Millennium Brooklyn HS,Residential District 21,,393,22,
67241,15,15K684,Millennium Brooklyn HS,Residential District 22,,562,19,
67242,15,15K684,Millennium Brooklyn HS,Residential District 23,,149,s,
67243,15,15K684,Millennium Brooklyn HS,Residential District 24,,69,s,
67244,15,15K684,Millennium Brooklyn HS,Residential District 25,,s,s,
67245,15,15K684,Millennium Brooklyn HS,Residential District 26,,7,s,
67246,15,15K684,Millennium Brooklyn HS,Residential District 27,,74,s,
67247,15,15K684,Millennium Brooklyn HS,Residential District 28,,6,s,
67248,15,15K684,Millennium Brooklyn HS,Residential District 29,,10,s,
67249,15,15K684,Millennium Brooklyn HS,Residential District 30,,12,s,
67250,15,15K684,Millennium Brooklyn HS,Residential District 31,,36,s,
67251,15,15K684,Millennium Brooklyn HS,Residential District 32,,91,s,
67252,15,15K684,Millennium Brooklyn HS,Residential District Unknown,,9,s,
13371,2,02M418,Millennium High School,Residential District 01,,223,34,
13372,2,02M418,Millennium High School,Residential District 02,,1519,176,
13373,2,02M418,Millennium High School,Residential District 03,,493,8,
13374,2,02M418,Millennium High School,Residential District 04,,117,s,
13375,2,02M418,Millennium High School,Residential District 05,,169,s,
13376,2,02M418,Millennium High School,Residential District 06,,248,s,
13377,2,02M418,Millennium High School,Residential District 07,,55,s,
13378,2,02M418,Millennium High School,Residential District 08,,133,s,
13379,2,02M418,Millennium High School,Residential District 09,,126,s,
13380,2,02M418,Millennium High School,Residential District 10,,182,s,
13381,2,02M418,Millennium High School,Residential District 11,,207,s,
13382,2,02M418,Millennium High School,Residential District 12,,73,s,
13383,2,02M418,Millennium High School,Residential District 13,,249,s,
13384,2,02M418,Millennium High School,Residential District 14,,119,s,
13385,2,02M418,Millennium High School,Residential District 15,,543,s,
13386,2,02M418,Millennium High School,Residential District 16,,62,s,
13387,2,02M418,Millennium High School,Residential District 17,,131,s,
13388,2,02M418,Millennium High School,Residential District 18,,76,s,
13389,2,02M418,Millennium High School,Residential District 19,,129,s,
13390,2,02M418,Millennium High School,Residential District 20,,324,s,
13391,2,02M418,Millennium High School,Residential District 21,,94,s,
13392,2,02M418,Millennium High School,Residential District 22,,158,s,
13393,2,02M418,Millennium High School,Residential District 23,,49,s,
13394,2,02M418,Millennium High School,Residential District 24,,217,s,
13395,2,02M418,Millennium High School,Residential District 25,,33,s,
13396,2,02M418,Millennium High School,Residential District 26,,34,s,
13397,2,02M418,Millennium High School,Residential District 27,,144,s,
13398,2,02M418,Millennium High School,Residential District 28,,62,s,
13399,2,02M418,Millennium High School,Residential District 29,,24,s,
13400,2,02M418,Millennium High School,Residential District 30,,148,s,
13401,2,02M418,Millennium High School,Residential District 31,,73,s,
13402,2,02M418,Millennium High School,Residential District 32,,66,s,
13403,2,02M418,Millennium High School,Residential District Unknown,,25,s,
42254,9,09X297,Morris Academy for Collaborative Studies,Residential District 01,,s,s,
42255,9,09X297,Morris Academy for Collaborative Studies,Residential District 02,,s,s,
42256,9,09X297,Morris Academy for Collaborative Studies,Residential District 04,,s,s,
42257,9,09X297,Morris Academy for Collaborative Studies,Residential District 05,,9,s,
42258,9,09X297,Morris Academy for Collaborative Studies,Residential District 06,,s,s,
42259,9,09X297,Morris Academy for Collaborative Studies,Residential District 07,,93,11,
42260,9,09X297,Morris Academy for Collaborative Studies,Residential District 08,,102,14,
42261,9,09X297,Morris Academy for Collaborative Studies,Residential District 09,,221,36,
42262,9,09X297,Morris Academy for Collaborative Studies,Residential District 10,,148,35,
42263,9,09X297,Morris Academy for Collaborative Studies,Residential District 11,,155,32,
42264,9,09X297,Morris Academy for Collaborative Studies,Residential District 12,,151,41,
42265,9,09X297,Morris Academy for Collaborative Studies,Residential District 13,,s,s,
42266,9,09X297,Morris Academy for Collaborative Studies,Residential District 21,,s,s,
42267,9,09X297,Morris Academy for Collaborative Studies,Residential District 27,,s,s,
42268,9,09X297,Morris Academy for Collaborative Studies,Residential District 28,,s,s,
42269,9,09X297,Morris Academy for Collaborative Studies,Residential District 29,,s,s,
42270,9,09X297,Morris Academy for Collaborative Studies,Residential District 30,,s,s,
42271,9,09X297,Morris Academy for Collaborative Studies,Residential District 32,,s,s,
42272,9,09X297,Morris Academy for Collaborative Studies,Residential District Unknown,,s,s,
41884,9,09X252,Mott Hall Bronx High School,Residential District 01,,s,s,
41885,9,09X252,Mott Hall Bronx High School,Residential District 02,,s,s,
41886,9,09X252,Mott Hall Bronx High School,Residential District 03,,s,s,
41887,9,09X252,Mott Hall Bronx High School,Residential District 04,,s,s,
41888,9,09X252,Mott Hall Bronx High School,Residential District 05,,7,s,
41889,9,09X252,Mott Hall Bronx High School,Residential District 06,,14,s,
41890,9,09X252,Mott Hall Bronx High School,Residential District 07,,106,s,
41891,9,09X252,Mott Hall Bronx High School,Residential District 08,,131,14,
41892,9,09X252,Mott Hall Bronx High School,Residential District 09,,585,43,
41893,9,09X252,Mott Hall Bronx High School,Residential District 10,,328,24,
41894,9,09X252,Mott Hall Bronx High School,Residential District 11,,138,6,
