,School District,School DBN,School Name,Category,Grade 9 Seats Available,Grade 9 Applicants,Grade 9 Offers,Grade 9 True Applicants,Grade 9 Seats Available - Notes
89406,24,24Q267,High School of Applied Communication,Residential District 32,.,s,s,s,
89407,24,24Q267,High School of Applied Communication,Residential District Unknown,.,s,s,s,
24904,3,03M494,High School of Arts and Technology,Residential District 01,.,10,s,s,
24905,3,03M494,High School of Arts and Technology,Residential District 02,.,78,s^,8,
24906,3,03M494,High School of Arts and Technology,Residential District 03,.,90,s^,17,
24907,3,03M494,High School of Arts and Technology,Residential District 04,.,54,s^,7,
24908,3,03M494,High School of Arts and Technology,Residential District 05,.,91,s^,9,
24909,3,03M494,High School of Arts and Technology,Residential District 06,.,96,s^,13,
24910,3,03M494,High School of Arts and Technology,Residential District 07,.,36,s^,10,
24911,3,03M494,High School of Arts and Technology,Residential District 08,.,38,s^,9,
24912,3,03M494,High School of Arts and Technology,Residential District 09,.,72,s^,11,
24913,3,03M494,High School of Arts and Technology,Residential District 10,.,69,s^,11,
24914,3,03M494,High School of Arts and Technology,Residential District 11,.,30,s^,7,
24915,3,03M494,High School of Arts and Technology,Residential District 12,.,27,s,s,
24916,3,03M494,High School of Arts and Technology,Residential District 13,.,6,s,s,
24917,3,03M494,High School of Arts and Technology,Residential District 14,.,s,s,s,
24918,3,03M494,High School of Arts and Technology,Residential District 15,.,6,s,s,
24919,3,03M494,High School of Arts and Technology,Residential District 16,.,10,s,s,
24920,3,03M494,High School of Arts and Technology,Residential District 17,.,9,s,s,
24921,3,03M494,High School of Arts and Technology,Residential District 18,.,8,s,s,
24922,3,03M494,High School of Arts and Technology,Residential District 19,.,17,s,s,
24923,3,03M494,High School of Arts and Technology,Residential District 20,.,s,s,s,
24924,3,03M494,High School of Arts and Technology,Residential District 21,.,s,s,s,
24925,3,03M494,High School of Arts and Technology,Residential District 22,.,7,s,s,
24926,3,03M494,High School of Arts and Technology,Residential District 23,.,12,s,s,
24927,3,03M494,High School of Arts and Technology,Residential District 24,.,29,s,s,
24928,3,03M494,High School of Arts and Technology,Residential District 25,.,s,s,s,
24929,3,03M494,High School of Arts and Technology,Residential District 26,.,s,s,s,
24930,3,03M494,High School of Arts and Technology,Residential District 27,.,15,s,s,
24931,3,03M494,High School of Arts and Technology,Residential District 28,.,9,s,s,
24932,3,03M494,High School of Arts and Technology,Residential District 29,.,s,s,s,
24933,3,03M494,High School of Arts and Technology,Residential District 30,.,34,s,s,
24934,3,03M494,High School of Arts and Technology,Residential District 32,.,s,s,s,
24935,3,03M494,High School of Arts and Technology,Residential District Unknown,.,s,s,s,
50307,11,11X275,High School of Computers and Technology,Residential District 01,.,s,s,s,
50308,11,11X275,High School of Computers and Technology,Residential District 04,.,s,s,s,
50309,11,11X275,High School of Computers and Technology,Residential District 05,.,s,s,s,
50310,11,11X275,High School of Computers and Technology,Residential District 06,.,s,s,s,
50311,11,11X275,High School of Computers and Technology,Residential District 07,.,27,s^,6,
50312,11,11X275,High School of Computers and Technology,Residential District 08,.,137,s^,23,
50313,11,11X275,High School of Computers and Technology,Residential District 09,.,79,s^,10,
50314,11,11X275,High School of Computers and Technology,Residential District 10,.,152,35,21,
50315,11,11X275,High School of Computers and Technology,Residential District 11,.,295,125,44,
50316,11,11X275,High School of Computers and Technology,Residential District 12,.,82,s^,12,
50317,11,11X275,High School of Computers and Technology,Residential District 14,.,s,s,s,
50318,11,11X275,High School of Computers and Technology,Residential District 16,.,s,s,s,
50319,11,11X275,High School of Computers and Technology,Residential District 17,.,s,s,s,
50320,11,11X275,High School of Computers and Technology,Residential District 18,.,s,s,s,
50321,11,11X275,High School of Computers and Technology,Residential District 19,.,s,s,s,
50322,11,11X275,High School of Computers and Technology,Residential District 20,.,s,s,s,
50323,11,11X275,High School of Computers and Technology,Residential District 21,.,s,s,s,
50324,11,11X275,High School of Computers and Technology,Residential District 22,.,s,s,s,
50325,11,11X275,High School of Computers and Technology,Residential District 23,.,s,s,s,
50326,11,11X275,High School of Computers and Technology,Residential District 24,.,s,s,s,
50327,11,11X275,High School of Computers and Technology,Residential District 25,.,s,s,s,
50328,11,11X275,High School of Computers and Technology,Residential District 26,.,s,s,s,
50329,11,11X275,High School of Computers and Technology,Residential District 27,.,10,s,s,
50330,11,11X275,High School of Computers and Technology,Residential District 28,.,s,s,s,
50331,11,11X275,High School of Computers and Technology,Residential District 29,.,s,s,s,
50332,11,11X275,High School of Computers and Technology,Residential District 30,.,s,s,s,
50333,11,11X275,High School of Computers and Technology,Residential District 31,.,s,s,s,
50334,11,11X275,High School of Computers and Technology,Residential District Unknown,.,s,s,s,
15372,2,02M489,High School of Economics and Finance,Residential District 01,.,55,s^,8,
15373,2,02M489,High School of Economics and Finance,Residential District 02,.,230,s^,44,
15374,2,02M489,High School of Economics and Finance,Residential District 03,.,62,s^,13,
15375,2,02M489,High School of Economics and Finance,Residential District 04,.,39,s^,7,
15376,2,02M489,High School of Economics and Finance,Residential District 05,.,41,s^,8,
15377,2,02M489,High School of Economics and Finance,Residential District 06,.,79,s^,14,
15378,2,02M489,High School of Economics and Finance,Residential District 07,.,30,s,s,
15379,2,02M489,High School of Economics and Finance,Residential District 08,.,53,s^,10,
15380,2,02M489,High School of Economics and Finance,Residential District 09,.,61,s^,18,
15381,2,02M489,High School of Economics and Finance,Residential District 10,.,68,s^,13,
15382,2,02M489,High School of Economics and Finance,Residential District 11,.,38,s^,7,
15383,2,02M489,High School of Economics and Finance,Residential District 12,.,35,s^,7,
15384,2,02M489,High School of Economics and Finance,Residential District 13,.,19,s,s,
15385,2,02M489,High School of Economics and Finance,Residential District 14,.,22,s,s,
15386,2,02M489,High School of Economics and Finance,Residential District 15,.,80,s^,14,
15387,2,02M489,High School of Economics and Finance,Residential District 16,.,11,s,s,
15388,2,02M489,High School of Economics and Finance,Residential District 17,.,18,s,s,
15389,2,02M489,High School of Economics and Finance,Residential District 18,.,17,s,s,
15390,2,02M489,High School of Economics and Finance,Residential District 19,.,36,s^,8,
15391,2,02M489,High School of Economics and Finance,Residential District 20,.,37,s^,12,
15392,2,02M489,High School of Economics and Finance,Residential District 21,.,12,s,s,
15393,2,02M489,High School of Economics and Finance,Residential District 22,.,24,s,s,
15394,2,02M489,High School of Economics and Finance,Residential District 23,.,20,s,s,
15395,2,02M489,High School of Economics and Finance,Residential District 24,.,57,s^,6,
15396,2,02M489,High School of Economics and Finance,Residential District 25,.,s,s,s,
15397,2,02M489,High School of Economics and Finance,Residential District 26,.,s,s,s,
15398,2,02M489,High School of Economics and Finance,Residential District 27,.,37,s^,10,
15399,2,02M489,High School of Economics and Finance,Residential District 28,.,8,s,s,
15400,2,02M489,High School of Economics and Finance,Residential District 29,.,s,s,s,
15401,2,02M489,High School of Economics and Finance,Residential District 30,.,58,s^,13,
15402,2,02M489,High School of Economics and Finance,Residential District 31,.,13,s,s,
15403,2,02M489,High School of Economics and Finance,Residential District 32,.,33,s^,7,
15404,2,02M489,High School of Economics and Finance,Residential District Unknown,.,s,s,s,
7883,2,02M296,High School of Hospitality Management,Residential District 01,.,s,s,s,
7884,2,02M296,High School of Hospitality Management,Residential District 02,.,46,s,s,
7885,2,02M296,High School of Hospitality Management,Residential District 03,.,21,s,s,
7886,2,02M296,High School of Hospitality Management,Residential District 04,.,20,s^,6,
7887,2,02M296,High School of Hospitality Management,Residential District 05,.,32,s,s,
7888,2,02M296,High School of Hospitality Management,Residential District 06,.,31,s,s,
7889,2,02M296,High School of Hospitality Management,Residential District 07,.,13,s,s,
7890,2,02M296,High School of Hospitality Management,Residential District 08,.,13,s,s,
7891,2,02M296,High School of Hospitality Management,Residential District 09,.,22,s,s,
7892,2,02M296,High School of Hospitality Management,Residential District 10,.,32,s,s,
7893,2,02M296,High School of Hospitality Management,Residential District 11,.,16,s,s,
7894,2,02M296,High School of Hospitality Management,Residential District 12,.,7,s,s,
7895,2,02M296,High School of Hospitality Management,Residential District 13,.,s,s,s,
7896,2,02M296,High School of Hospitality Management,Residential District 14,.,s,s,s,
7897,2,02M296,High School of Hospitality Management,Residential District 15,.,s,s,s,
7898,2,02M296,High School of Hospitality Management,Residential District 17,.,s,s,s,
7899,2,02M296,High School of Hospitality Management,Residential District 18,.,s,s,s,
7900,2,02M296,High School of Hospitality Management,Residential District 19,.,8,s,s,
7901,2,02M296,High School of Hospitality Management,Residential District 20,.,s,s,s,
7902,2,02M296,High School of Hospitality Management,Residential District 21,.,s,s,s,
7903,2,02M296,High School of Hospitality Management,Residential District 22,.,s,s,s,
7904,2,02M296,High School of Hospitality Management,Residential District 23,.,s,s,s,
7905,2,02M296,High School of Hospitality Management,Residential District 24,.,12,s,s,
7906,2,02M296,High School of Hospitality Management,Residential District 27,.,s,s,s,
7907,2,02M296,High School of Hospitality Management,Residential District 28,.,s,s,s,
7908,2,02M296,High School of Hospitality Management,Residential District 30,.,26,s,s,
7909,2,02M296,High School of Hospitality Management,Residential District 31,.,s,s,s,
7910,2,02M296,High School of Hospitality Management,Residential District 32,.,s,s,s,
7911,2,02M296,High School of Hospitality Management,Residential District Unknown,.,s,s,s,
51463,11,11X509,High School of Language and Innovation,Residential District 04,.,s,s,s,
51464,11,11X509,High School of Language and Innovation,Residential District 05,.,s,s,s,
51465,11,11X509,High School of Language and Innovation,Residential District 07,.,8,s,s,
51466,11,11X509,High School of Language and Innovation,Residential District 08,.,27,s,s,
51467,11,11X509,High School of Language and Innovation,Residential District 09,.,24,s,s,
51468,11,11X509,High School of Language and Innovation,Residential District 10,.,38,s,s,
51469,11,11X509,High School of Language and Innovation,Residential District 11,.,135,19,50,
51470,11,11X509,High School of Language and Innovation,Residential District 12,.,32,s,6,
51471,11,11X509,High School of Language and Innovation,Residential District 16,.,s,s,s,
51472,11,11X509,High School of Language and Innovation,Residential District 18,.,s,s,s,
51473,11,11X509,High School of Language and Innovation,Residential District 24,.,s,s,s,
51474,11,11X509,High School of Language and Innovation,Residential District 27,.,s,s,s,
81476,21,21K348,High School of Sports Management,Residential District 02,.,s,s,s,
81477,21,21K348,High School of Sports Management,Residential District 03,.,s,s,s,
81478,21,21K348,High School of Sports Management,Residential District 04,.,s,s,s,
81479,21,21K348,High School of Sports Management,Residential District 05,.,s,s,s,
81480,21,21K348,High School of Sports Management,Residential District 06,.,s,s,s,
81481,21,21K348,High School of Sports Management,Residential District 07,.,6,s,s,
81482,21,21K348,High School of Sports Management,Residential District 08,.,s,s,s,
81483,21,21K348,High School of Sports Management,Residential District 09,.,s,s,s,
81484,21,21K348,High School of Sports Management,Residential District 10,.,7,s,s,
81485,21,21K348,High School of Sports Management,Residential District 11,.,s,s,s,
81486,21,21K348,High School of Sports Management,Residential District 12,.,s,s,s,
81487,21,21K348,High School of Sports Management,Residential District 13,.,s,s,s,
81488,21,21K348,High School of Sports Management,Residential District 14,.,s,s,s,
81489,21,21K348,High School of Sports Management,Residential District 15,.,8,s,s,
81490,21,21K348,High School of Sports Management,Residential District 16,.,s,s,s,
81491,21,21K348,High School of Sports Management,Residential District 17,.,17,s,s,
81492,21,21K348,High School of Sports Management,Residential District 18,.,11,s,s,
81493,21,21K348,High School of Sports Management,Residential District 19,.,16,s,s,
81494,21,21K348,High School of Sports Management,Residential District 20,.,58,s^,15,
81495,21,21K348,High School of Sports Management,Residential District 21,.,85,s^,16,
81496,21,21K348,High School of Sports Management,Residential District 22,.,33,s,s,
81497,21,21K348,High School of Sports Management,Residential District 23,.,17,s,s,
81498,21,21K348,High School of Sports Management,Residential District 24,.,s,s,s,
81499,21,21K348,High School of Sports Management,Residential District 25,.,s,s,s,
81500,21,21K348,High School of Sports Management,Residential District 26,.,s,s,s,
81501,21,21K348,High School of Sports Management,Residential District 27,.,s,s,s,
81502,21,21K348,High School of Sports Management,Residential District 28,.,s,s,s,
81503,21,21K348,High School of Sports Management,Residential District 29,.,s,s,s,
81504,21,21K348,High School of Sports Management,Residential District 30,.,s,s,s,
81505,21,21K348,High School of Sports Management,Residential District 31,.,15,s,s,
81506,21,21K348,High School of Sports Management,Residential District 32,.,s,s,s,
81507,21,21K348,High School of Sports Management,Residential District Unknown,.,s,s,s,
77988,20,20K485,High School of Telecommunication Arts and Technology,Residential District 01,.,s,s,s,
77989,20,20K485,High School of Telecommunication Arts and Technology,Residential District 02,.,9,s,s,
77990,20,20K485,High School of Telecommunication Arts and Technology,Residential District 04,.,s,s,s,
77991,20,20K485,High School of Telecommunication Arts and Technology,Residential District 07,.,s,s,s,
77992,20,20K485,High School of Telecommunication Arts and Technology,Residential District 08,.,s,s,s,
77993,20,20K485,High School of Telecommunication Arts and Technology,Residential District 09,.,s,s,s,
77994,20,20K485,High School of Telecommunication Arts and Technology,Residential District 10,.,s,s,s,
77995,20,20K485,High School of Telecommunication Arts and Technology,Residential District 11,.,s,s,s,
77996,20,20K485,High School of Telecommunication Arts and Technology,Residential District 13,.,95,s,16,
77997,20,20K485,High School of Telecommunication Arts and Technology,Residential District 14,.,7,s,s,
77998,20,20K485,High School of Telecommunication Arts and Technology,Residential District 15,.,1180,126,476,
77999,20,20K485,High School of Telecommunication Arts and Technology,Residential District 16,.,20,s,s,
78000,20,20K485,High School of Telecommunication Arts and Technology,Residential District 17,.,75,s^,9,
78001,20,20K485,High School of Telecommunication Arts and Technology,Residential District 18,.,31,s,9,
78002,20,20K485,High School of Telecommunication Arts and Technology,Residential District 19,.,24,s,s,
78003,20,20K485,High School of Telecommunication Arts and Technology,Residential District 20,.,1382,208,707,
78004,20,20K485,High School of Telecommunication Arts and Technology,Residential District 21,.,177,12,47,
78005,20,20K485,High School of Telecommunication Arts and Technology,Residential District 22,.,124,6,34,
78006,20,20K485,High School of Telecommunication Arts and Technology,Residential District 23,.,20,s,s,
78007,20,20K485,High School of Telecommunication Arts and Technology,Residential District 24,.,s,s,s,
78008,20,20K485,High School of Telecommunication Arts and Technology,Residential District 27,.,8,s,s,
78009,20,20K485,High School of Telecommunication Arts and Technology,Residential District 28,.,s,s,s,
78010,20,20K485,High School of Telecommunication Arts and Technology,Residential District 30,.,s,s,s,
78011,20,20K485,High School of Telecommunication Arts and Technology,Residential District 31,.,54,s,13,
78012,20,20K485,High School of Telecommunication Arts and Technology,Residential District 32,.,9,s,s,
78013,20,20K485,High School of Telecommunication Arts and Technology,Residential District Unknown,.,21,s,7,
54471,12,12X550,High School of World Cultures,Residential District 02,.,s,s,s,
54472,12,12X550,High School of World Cultures,Residential District 04,.,s,s,s,
54473,12,12X550,High School of World Cultures,Residential District 05,.,s,s,s,
54474,12,12X550,High School of World Cultures,Residential District 06,.,s,s,s,
54475,12,12X550,High School of World Cultures,Residential District 07,.,7,s,s,
54476,12,12X550,High School of World Cultures,Residential District 08,.,103,6,17,
54477,12,12X550,High School of World Cultures,Residential District 09,.,29,s,s,
54478,12,12X550,High School of World Cultures,Residential District 10,.,29,s,s,
54479,12,12X550,High School of World Cultures,Residential District 11,.,70,s,9,
54480,12,12X550,High School of World Cultures,Residential District 12,.,122,13,32,
54481,12,12X550,High School of World Cultures,Residential District 19,.,s,s,s,
54482,12,12X550,High School of World Cultures,Residential District 22,.,s,s,s,
54483,12,12X550,High School of World Cultures,Residential District 23,.,s,s,s,
54484,12,12X550,High School of World Cultures,Residential District 27,.,s,s,s,
54485,12,12X550,High School of World Cultures,Residential District Unknown,.,s,s,s,
105639,28,28Q505,Hillcrest High School,Residential District 02,.,s,s,s,
105640,28,28Q505,Hillcrest High School,Residential District 03,.,s,s,s,
105641,28,28Q505,Hillcrest High School,Residential District 06,.,s,s,s,
105642,28,28Q505,Hillcrest High School,Residential District 08,.,s,s,s,
105643,28,28Q505,Hillcrest High School,Residential District 09,.,s,s,s,
105644,28,28Q505,Hillcrest High School,Residential District 10,.,s,s,s,
105645,28,28Q505,Hillcrest High School,Residential District 11,.,7,s,s,
105646,28,28Q505,Hillcrest High School,Residential District 12,.,s,s,s,
105647,28,28Q505,Hillcrest High School,Residential District 13,.,s,s,s,
105648,28,28Q505,Hillcrest High School,Residential District 14,.,s,s,s,
105649,28,28Q505,Hillcrest High School,Residential District 15,.,s,s,s,
105650,28,28Q505,Hillcrest High School,Residential District 16,.,14,s,s,
105651,28,28Q505,Hillcrest High School,Residential District 17,.,6,s,s,
105652,28,28Q505,Hillcrest High School,Residential District 18,.,s,s,s,
105653,28,28Q505,Hillcrest High School,Residential District 19,.,107,s^,13,
105654,28,28Q505,Hillcrest High School,Residential District 20,.,s,s,s,
105655,28,28Q505,Hillcrest High School,Residential District 21,.,s,s,s,
105656,28,28Q505,Hillcrest High School,Residential District 22,.,s,s,s,
105657,28,28Q505,Hillcrest High School,Residential District 23,.,11,s,s,
105658,28,28Q505,Hillcrest High School,Residential District 24,.,163,s^,29,
105659,28,28Q505,Hillcrest High School,Residential District 25,.,101,s^,20,
105660,28,28Q505,Hillcrest High School,Residential District 26,.,67,s^,7,
105661,28,28Q505,Hillcrest High School,Residential District 27,.,508,108,136,
105662,28,28Q505,Hillcrest High School,Residential District 28,.,545,221,171,
105663,28,28Q505,Hillcrest High School,Residential District 29,.,709,161,187,
105664,28,28Q505,Hillcrest High School,Residential District 30,.,64,s^,14,
105665,28,28Q505,Hillcrest High School,Residential District 32,.,s,s,s,
105666,28,28Q505,Hillcrest High School,Residential District Unknown,.,s,s,s,
104938,28,28Q325,Hillside Arts & Letters Academy,Residential District 13,.,s,s,s,
104939,28,28Q325,Hillside Arts & Letters Academy,Residential District 16,.,s,s,s,
104940,28,28Q325,Hillside Arts & Letters Academy,Residential District 17,.,s,s,s,
104941,28,28Q325,Hillside Arts & Letters Academy,Residential District 19,.,s,s,s,
104942,28,28Q325,Hillside Arts & Letters Academy,Residential District 24,.,33,s,s,
104943,28,28Q325,Hillside Arts & Letters Academy,Residential District 25,.,17,s^,s,
104944,28,28Q325,Hillside Arts & Letters Academy,Residential District 26,.,17,s^,s,
104945,28,28Q325,Hillside Arts & Letters Academy,Residential District 27,.,54,s^,10,
104946,28,28Q325,Hillside Arts & Letters Academy,Residential District 28,.,111,27,19,
104947,28,28Q325,Hillside Arts & Letters Academy,Residential District 29,.,134,51,35,
104948,28,28Q325,Hillside Arts & Letters Academy,Residential District 30,.,s,s,s,
104949,28,28Q325,Hillside Arts & Letters Academy,Residential District 32,.,s,s,s,
104950,28,28Q325,Hillside Arts & Letters Academy,Residential District Unknown,.,s,s,s,
35558,7,07X500,Hostos-Lincoln Academy of Science,Residential District 01,.,s,s,s,
35559,7,07X500,Hostos-Lincoln Academy of Science,Residential District 02,.,s,s,s,
35560,7,07X500,Hostos-Lincoln Academy of Science,Residential District 03,.,s,s,s,
35561,7,07X500,Hostos-Lincoln Academy of Science,Residential District 04,.,6,s,s,
35562,7,07X500,Hostos-Lincoln Academy of Science,Residential District 05,.,24,s,7,
35563,7,07X500,Hostos-Lincoln Academy of Science,Residential District 06,.,s,s,s,
35564,7,07X500,Hostos-Lincoln Academy of Science,Residential District 07,.,348,67,90,
35565,7,07X500,Hostos-Lincoln Academy of Science,Residential District 08,.,170,10,28,
35566,7,07X500,Hostos-Lincoln Academy of Science,Residential District 09,.,149,13,23,
35567,7,07X500,Hostos-Lincoln Academy of Science,Residential District 10,.,54,s^,10,
35568,7,07X500,Hostos-Lincoln Academy of Science,Residential District 11,.,135,7,16,
35569,7,07X500,Hostos-Lincoln Academy of Science,Residential District 12,.,80,s^,10,
35570,7,07X500,Hostos-Lincoln Academy of Science,Residential District 13,.,s,s,s,
35571,7,07X500,Hostos-Lincoln Academy of Science,Residential District 14,.,s,s,s,
35572,7,07X500,Hostos-Lincoln Academy of Science,Residential District 15,.,s,s,s,
35573,7,07X500,Hostos-Lincoln Academy of Science,Residential District 17,.,s,s,s,
35574,7,07X500,Hostos-Lincoln Academy of Science,Residential District 19,.,s,s,s,
35575,7,07X500,Hostos-Lincoln Academy of Science,Residential District 20,.,s,s,s,
35576,7,07X500,Hostos-Lincoln Academy of Science,Residential District 22,.,s,s,s,
35577,7,07X500,Hostos-Lincoln Academy of Science,Residential District 23,.,s,s,s,
35578,7,07X500,Hostos-Lincoln Academy of Science,Residential District 24,.,s,s,s,
35579,7,07X500,Hostos-Lincoln Academy of Science,Residential District 27,.,s,s,s,
35580,7,07X500,Hostos-Lincoln Academy of Science,Residential District 28,.,s,s,s,
35581,7,07X500,Hostos-Lincoln Academy of Science,Residential District 32,.,s,s,s,
35582,7,07X500,Hostos-Lincoln Academy of Science,Residential District Unknown,.,s,s,s,
14021,2,02M437,Hudson High School of Learning Technologies,Residential District 01,.,12,s,s,
14022,2,02M437,Hudson High School of Learning Technologies,Residential District 02,.,90,s^,14,
14023,2,02M437,Hudson High School of Learning Technologies,Residential District 03,.,23,s,s,
14024,2,02M437,Hudson High School of Learning Technologies,Residential District 04,.,32,s,s,
14025,2,02M437,Hudson High School of Learning Technologies,Residential District 05,.,41,s,s,
14026,2,02M437,Hudson High School of Learning Technologies,Residential District 06,.,48,s^,8,
14027,2,02M437,Hudson High School of Learning Technologies,Residential District 07,.,8,s,s,
14028,2,02M437,Hudson High School of Learning Technologies,Residential District 08,.,6,s,s,
14029,2,02M437,Hudson High School of Learning Technologies,Residential District 09,.,14,s,s,
14030,2,02M437,Hudson High School of Learning Technologies,Residential District 10,.,24,s,s,
14031,2,02M437,Hudson High School of Learning Technologies,Residential District 11,.,13,s,s,
14032,2,02M437,Hudson High School of Learning Technologies,Residential District 12,.,6,s,s,
14033,2,02M437,Hudson High School of Learning Technologies,Residential District 13,.,s,s,s,
14034,2,02M437,Hudson High School of Learning Technologies,Residential District 14,.,6,s,s,
14035,2,02M437,Hudson High School of Learning Technologies,Residential District 15,.,s,s,s,
14036,2,02M437,Hudson High School of Learning Technologies,Residential District 16,.,s,s,s,
14037,2,02M437,Hudson High School of Learning Technologies,Residential District 17,.,s,s,s,
14038,2,02M437,Hudson High School of Learning Technologies,Residential District 18,.,s,s,s,
14039,2,02M437,Hudson High School of Learning Technologies,Residential District 19,.,7,s,s,
14040,2,02M437,Hudson High School of Learning Technologies,Residential District 20,.,s,s,s,
14041,2,02M437,Hudson High School of Learning Technologies,Residential District 21,.,s,s,s,
14042,2,02M437,Hudson High School of Learning Technologies,Residential District 22,.,s,s,s,
14043,2,02M437,Hudson High School of Learning Technologies,Residential District 23,.,s,s,s,
14044,2,02M437,Hudson High School of Learning Technologies,Residential District 24,.,7,s,s,
14045,2,02M437,Hudson High School of Learning Technologies,Residential District 27,.,s,s,s,
14046,2,02M437,Hudson High School of Learning Technologies,Residential District 28,.,s,s,s,
14047,2,02M437,Hudson High School of Learning Technologies,Residential District 29,.,s,s,s,
14048,2,02M437,Hudson High School of Learning Technologies,Residential District 30,.,s,s,s,
14049,2,02M437,Hudson High School of Learning Technologies,Residential District 32,.,s,s,s,
18630,2,02M605,Humanities Preparatory Academy,Residential District 01,.,37,s^,6,
18631,2,02M605,Humanities Preparatory Academy,Residential District 02,.,147,s^,21,
18632,2,02M605,Humanities Preparatory Academy,Residential District 03,.,74,s^,15,
18633,2,02M605,Humanities Preparatory Academy,Residential District 04,.,26,s,s,
18634,2,02M605,Humanities Preparatory Academy,Residential District 05,.,32,s,s,
18635,2,02M605,Humanities Preparatory Academy,Residential District 06,.,125,s^,21,
18636,2,02M605,Humanities Preparatory Academy,Residential District 07,.,15,s,s,
18637,2,02M605,Humanities Preparatory Academy,Residential District 08,.,21,s,s,
18638,2,02M605,Humanities Preparatory Academy,Residential District 09,.,14,s,s,
18639,2,02M605,Humanities Preparatory Academy,Residential District 10,.,55,s,7,
18640,2,02M605,Humanities Preparatory Academy,Residential District 11,.,13,s,s,
18641,2,02M605,Humanities Preparatory Academy,Residential District 12,.,s,s,s,
18642,2,02M605,Humanities Preparatory Academy,Residential District 13,.,16,s,s,
18643,2,02M605,Humanities Preparatory Academy,Residential District 14,.,7,s,s,
18644,2,02M605,Humanities Preparatory Academy,Residential District 15,.,31,s,s,
18645,2,02M605,Humanities Preparatory Academy,Residential District 16,.,s,s,s,
18646,2,02M605,Humanities Preparatory Academy,Residential District 17,.,13,s,s,
18647,2,02M605,Humanities Preparatory Academy,Residential District 18,.,s,s,s,
18648,2,02M605,Humanities Preparatory Academy,Residential District 19,.,11,s,s,
18649,2,02M605,Humanities Preparatory Academy,Residential District 20,.,s,s,s,
18650,2,02M605,Humanities Preparatory Academy,Residential District 21,.,s,s,s,
18651,2,02M605,Humanities Preparatory Academy,Residential District 22,.,8,s,s,
18652,2,02M605,Humanities Preparatory Academy,Residential District 23,.,s,s,s,
18653,2,02M605,Humanities Preparatory Academy,Residential District 24,.,14,s,s,
18654,2,02M605,Humanities Preparatory Academy,Residential District 25,.,s,s,s,
18655,2,02M605,Humanities Preparatory Academy,Residential District 26,.,s,s,s,
18656,2,02M605,Humanities Preparatory Academy,Residential District 27,.,7,s,s,
18657,2,02M605,Humanities Preparatory Academy,Residential District 28,.,s,s,s,
18658,2,02M605,Humanities Preparatory Academy,Residential District 29,.,11,s,s,
18659,2,02M605,Humanities Preparatory Academy,Residential District 30,.,14,s,s,
18660,2,02M605,Humanities Preparatory Academy,Residential District 31,.,s,s,s,
18661,2,02M605,Humanities Preparatory Academy,Residential District 32,.,7,s,s,
18662,2,02M605,Humanities Preparatory Academy,Residential District Unknown,.,7,s,s,
45808,10,10X368,In-Tech Academy (M.S. / High School 368),Residential District 01,.,s,s,s,
45809,10,10X368,In-Tech Academy (M.S. / High School 368),Residential District 02,.,s,s,s,
45810,10,10X368,In-Tech Academy (M.S. / High School 368),Residential District 03,.,s,s,s,
45811,10,10X368,In-Tech Academy (M.S. / High School 368),Residential District 04,.,s,s,s,
45812,10,10X368,In-Tech Academy (M.S. / High School 368),Residential District 05,.,8,s,s,
45813,10,10X368,In-Tech Academy (M.S. / High School 368),Residential District 06,.,26,s,s,
45814,10,10X368,In-Tech Academy (M.S. / High School 368),Residential District 07,.,12,s,s,
45815,10,10X368,In-Tech Academy (M.S. / High School 368),Residential District 08,.,47,s,s,
45816,10,10X368,In-Tech Academy (M.S. / High School 368),Residential District 09,.,81,s,10,
45817,10,10X368,In-Tech Academy (M.S. / High School 368),Residential District 10,.,507,168,226,
45818,10,10X368,In-Tech Academy (M.S. / High School 368),Residential District 11,.,69,s,13,
45819,10,10X368,In-Tech Academy (M.S. / High School 368),Residential District 12,.,42,s,8,
45820,10,10X368,In-Tech Academy (M.S. / High School 368),Residential District 15,.,s,s,s,
45821,10,10X368,In-Tech Academy (M.S. / High School 368),Residential District 18,.,s,s,s,
45822,10,10X368,In-Tech Academy (M.S. / High School 368),Residential District 19,.,s,s,s,
45823,10,10X368,In-Tech Academy (M.S. / High School 368),Residential District 25,.,s,s,s,
45824,10,10X368,In-Tech Academy (M.S. / High School 368),Residential District 28,.,s,s,s,
45825,10,10X368,In-Tech Academy (M.S. / High School 368),Residential District 32,.,s,s,s,
45826,10,10X368,In-Tech Academy (M.S. / High School 368),Residential District Unknown,.,s,s,s,
17274,2,02M544,Independence High School,Residential District 01,.,s,s,s,
17275,2,02M544,Independence High School,Residential District 02,.,s,s,s,
17276,2,02M544,Independence High School,Residential District 03,.,s,s,s,
17277,2,02M544,Independence High School,Residential District 04,.,s,s,s,
17278,2,02M544,Independence High School,Residential District 05,.,s,s,s,
17279,2,02M544,Independence High School,Residential District 06,.,s,s,s,
17280,2,02M544,Independence High School,Residential District 09,.,s,s,s,
17281,2,02M544,Independence High School,Residential District 10,.,s,s,s,
17282,2,02M544,Independence High School,Residential District 11,.,s,s,s,
17283,2,02M544,Independence High School,Residential District 12,.,s,s,s,
17284,2,02M544,Independence High School,Residential District 23,.,s,s,s,
17285,2,02M544,Independence High School,Residential District 31,.,s,s,s,
114282,30,30Q502,Information Technology High School,Residential District 02,.,s,s,s,
114283,30,30Q502,Information Technology High School,Residential District 10,.,s,s,s,
