,School District,School DBN,School Name,Category,Grade 9 Seats Available,Grade 9 Applicants,Grade 9 Offers,Grade 9 Seats Available - Notes
39761,8,08X452,Gotham Collaborative High School,Residential District 09,,22,6,
39762,8,08X452,Gotham Collaborative High School,Residential District 10,,21,s,
39763,8,08X452,Gotham Collaborative High School,Residential District 11,,26,6,
39764,8,08X452,Gotham Collaborative High School,Residential District 12,,41,7,
39765,8,08X452,Gotham Collaborative High School,Residential District 25,,s,s,
39766,8,08X452,Gotham Collaborative High School,Residential District 27,,s,s,
39767,8,08X452,Gotham Collaborative High School,Residential District 28,,s,s,
39768,8,08X452,Gotham Collaborative High School,Residential District 29,,s,s,
59347,13,13K594,Gotham Professional Arts Academy,Residential District 05,,s,s,
59348,13,13K594,Gotham Professional Arts Academy,Residential District 08,,s,s,
59349,13,13K594,Gotham Professional Arts Academy,Residential District 10,,s,s,
59350,13,13K594,Gotham Professional Arts Academy,Residential District 11,,s,s,
59351,13,13K594,Gotham Professional Arts Academy,Residential District 12,,6,s,
59352,13,13K594,Gotham Professional Arts Academy,Residential District 13,,30,18,
59353,13,13K594,Gotham Professional Arts Academy,Residential District 14,,10,s,
59354,13,13K594,Gotham Professional Arts Academy,Residential District 15,,28,s,
59355,13,13K594,Gotham Professional Arts Academy,Residential District 16,,24,s,
59356,13,13K594,Gotham Professional Arts Academy,Residential District 17,,30,22,
59357,13,13K594,Gotham Professional Arts Academy,Residential District 18,,27,6,
59358,13,13K594,Gotham Professional Arts Academy,Residential District 19,,33,8,
59359,13,13K594,Gotham Professional Arts Academy,Residential District 20,,6,s,
59360,13,13K594,Gotham Professional Arts Academy,Residential District 21,,s,s,
59361,13,13K594,Gotham Professional Arts Academy,Residential District 22,,14,6,
59362,13,13K594,Gotham Professional Arts Academy,Residential District 23,,35,6,
59363,13,13K594,Gotham Professional Arts Academy,Residential District 24,,s,s,
59364,13,13K594,Gotham Professional Arts Academy,Residential District 25,,s,s,
59365,13,13K594,Gotham Professional Arts Academy,Residential District 27,,13,s,
59366,13,13K594,Gotham Professional Arts Academy,Residential District 29,,s,s,
59367,13,13K594,Gotham Professional Arts Academy,Residential District 30,,s,s,
59368,13,13K594,Gotham Professional Arts Academy,Residential District 31,,s,s,
59369,13,13K594,Gotham Professional Arts Academy,Residential District 32,,7,s,
59370,13,13K594,Gotham Professional Arts Academy,Residential District Unknown,,s,s,
10227,2,02M374,Gramercy Arts High School,Residential District 01,,44,11,
10228,2,02M374,Gramercy Arts High School,Residential District 02,,78,15,
10229,2,02M374,Gramercy Arts High School,Residential District 03,,27,7,
10230,2,02M374,Gramercy Arts High School,Residential District 04,,43,8,
10231,2,02M374,Gramercy Arts High School,Residential District 05,,40,13,
10232,2,02M374,Gramercy Arts High School,Residential District 06,,34,9,
10233,2,02M374,Gramercy Arts High School,Residential District 07,,40,8,
10234,2,02M374,Gramercy Arts High School,Residential District 08,,37,10,
10235,2,02M374,Gramercy Arts High School,Residential District 09,,40,6,
10236,2,02M374,Gramercy Arts High School,Residential District 10,,72,14,
10237,2,02M374,Gramercy Arts High School,Residential District 11,,39,8,
10238,2,02M374,Gramercy Arts High School,Residential District 12,,31,7,
10239,2,02M374,Gramercy Arts High School,Residential District 13,,14,s,
10240,2,02M374,Gramercy Arts High School,Residential District 14,,23,6,
10241,2,02M374,Gramercy Arts High School,Residential District 15,,14,s,
10242,2,02M374,Gramercy Arts High School,Residential District 16,,11,s,
10243,2,02M374,Gramercy Arts High School,Residential District 17,,24,s,
10244,2,02M374,Gramercy Arts High School,Residential District 18,,7,s,
10245,2,02M374,Gramercy Arts High School,Residential District 19,,23,s,
10246,2,02M374,Gramercy Arts High School,Residential District 20,,9,s,
10247,2,02M374,Gramercy Arts High School,Residential District 21,,7,s,
10248,2,02M374,Gramercy Arts High School,Residential District 22,,17,s,
10249,2,02M374,Gramercy Arts High School,Residential District 23,,22,6,
10250,2,02M374,Gramercy Arts High School,Residential District 24,,40,8,
10251,2,02M374,Gramercy Arts High School,Residential District 25,,s,s,
10252,2,02M374,Gramercy Arts High School,Residential District 26,,s,s,
10253,2,02M374,Gramercy Arts High School,Residential District 27,,22,7,
10254,2,02M374,Gramercy Arts High School,Residential District 28,,14,s,
10255,2,02M374,Gramercy Arts High School,Residential District 29,,9,s,
10256,2,02M374,Gramercy Arts High School,Residential District 30,,42,9,
10257,2,02M374,Gramercy Arts High School,Residential District 31,,6,s,
10258,2,02M374,Gramercy Arts High School,Residential District 32,,16,7,
10259,2,02M374,Gramercy Arts High School,Residential District Unknown,,s,s,
34660,6,06M552,Gregorio Luperon High School for Science and Mathematics,Residential District 01,,s,s,
34661,6,06M552,Gregorio Luperon High School for Science and Mathematics,Residential District 02,,s,s,
34662,6,06M552,Gregorio Luperon High School for Science and Mathematics,Residential District 03,,12,s,
34663,6,06M552,Gregorio Luperon High School for Science and Mathematics,Residential District 04,,9,s,
34664,6,06M552,Gregorio Luperon High School for Science and Mathematics,Residential District 05,,29,s,
34665,6,06M552,Gregorio Luperon High School for Science and Mathematics,Residential District 06,,196,39,
34666,6,06M552,Gregorio Luperon High School for Science and Mathematics,Residential District 07,,14,s,
34667,6,06M552,Gregorio Luperon High School for Science and Mathematics,Residential District 08,,17,s,
34668,6,06M552,Gregorio Luperon High School for Science and Mathematics,Residential District 09,,94,9,
34669,6,06M552,Gregorio Luperon High School for Science and Mathematics,Residential District 10,,89,8,
34670,6,06M552,Gregorio Luperon High School for Science and Mathematics,Residential District 11,,8,s,
34671,6,06M552,Gregorio Luperon High School for Science and Mathematics,Residential District 12,,6,s,
34672,6,06M552,Gregorio Luperon High School for Science and Mathematics,Residential District 17,,s,s,
34673,6,06M552,Gregorio Luperon High School for Science and Mathematics,Residential District 19,,s,s,
34674,6,06M552,Gregorio Luperon High School for Science and Mathematics,Residential District 23,,s,s,
34675,6,06M552,Gregorio Luperon High School for Science and Mathematics,Residential District 24,,s,s,
34676,6,06M552,Gregorio Luperon High School for Science and Mathematics,Residential District 28,,s,s,
34677,6,06M552,Gregorio Luperon High School for Science and Mathematics,Residential District 30,,s,s,
34678,6,06M552,Gregorio Luperon High School for Science and Mathematics,Residential District 31,,s,s,
34679,6,06M552,Gregorio Luperon High School for Science and Mathematics,Residential District Unknown,,s,s,
91682,24,24Q485,Grover Cleveland High School,Residential District 01,,s,s,
91683,24,24Q485,Grover Cleveland High School,Residential District 02,,s,s,
91684,24,24Q485,Grover Cleveland High School,Residential District 03,,s,s,
91685,24,24Q485,Grover Cleveland High School,Residential District 05,,s,s,
91686,24,24Q485,Grover Cleveland High School,Residential District 06,,s,s,
91687,24,24Q485,Grover Cleveland High School,Residential District 07,,s,s,
91688,24,24Q485,Grover Cleveland High School,Residential District 08,,s,s,
91689,24,24Q485,Grover Cleveland High School,Residential District 09,,s,s,
91690,24,24Q485,Grover Cleveland High School,Residential District 10,,s,s,
91691,24,24Q485,Grover Cleveland High School,Residential District 11,,s,s,
91692,24,24Q485,Grover Cleveland High School,Residential District 12,,s,s,
91693,24,24Q485,Grover Cleveland High School,Residential District 13,,s,s,
91694,24,24Q485,Grover Cleveland High School,Residential District 14,,31,9,
91695,24,24Q485,Grover Cleveland High School,Residential District 15,,s,s,
91696,24,24Q485,Grover Cleveland High School,Residential District 16,,15,s,
91697,24,24Q485,Grover Cleveland High School,Residential District 17,,s,s,
91698,24,24Q485,Grover Cleveland High School,Residential District 18,,s,s,
91699,24,24Q485,Grover Cleveland High School,Residential District 19,,42,s,
91700,24,24Q485,Grover Cleveland High School,Residential District 20,,s,s,
91701,24,24Q485,Grover Cleveland High School,Residential District 21,,s,s,
91702,24,24Q485,Grover Cleveland High School,Residential District 22,,s,s,
91703,24,24Q485,Grover Cleveland High School,Residential District 23,,18,s,
91704,24,24Q485,Grover Cleveland High School,Residential District 24,,626,299,
91705,24,24Q485,Grover Cleveland High School,Residential District 25,,13,s,
91706,24,24Q485,Grover Cleveland High School,Residential District 26,,8,s,
91707,24,24Q485,Grover Cleveland High School,Residential District 27,,90,18,
91708,24,24Q485,Grover Cleveland High School,Residential District 28,,75,11,
91709,24,24Q485,Grover Cleveland High School,Residential District 29,,73,8,
91710,24,24Q485,Grover Cleveland High School,Residential District 30,,58,11,
91711,24,24Q485,Grover Cleveland High School,Residential District 31,,s,s,
91712,24,24Q485,Grover Cleveland High School,Residential District 32,,78,18,
36010,7,07X259,H.E.R.O. High (Health Education and Research Occupations High School),Residential District 01,,s,s,
36011,7,07X259,H.E.R.O. High (Health Education and Research Occupations High School),Residential District 03,,6,s,
36012,7,07X259,H.E.R.O. High (Health Education and Research Occupations High School),Residential District 04,,s,s,
36013,7,07X259,H.E.R.O. High (Health Education and Research Occupations High School),Residential District 05,,7,s,
36014,7,07X259,H.E.R.O. High (Health Education and Research Occupations High School),Residential District 06,,s,s,
36015,7,07X259,H.E.R.O. High (Health Education and Research Occupations High School),Residential District 07,,161,32,
36016,7,07X259,H.E.R.O. High (Health Education and Research Occupations High School),Residential District 08,,111,31,
36017,7,07X259,H.E.R.O. High (Health Education and Research Occupations High School),Residential District 09,,137,27,
36018,7,07X259,H.E.R.O. High (Health Education and Research Occupations High School),Residential District 10,,149,34,
36019,7,07X259,H.E.R.O. High (Health Education and Research Occupations High School),Residential District 11,,100,18,
36020,7,07X259,H.E.R.O. High (Health Education and Research Occupations High School),Residential District 12,,94,23,
36021,7,07X259,H.E.R.O. High (Health Education and Research Occupations High School),Residential District 15,,s,s,
36022,7,07X259,H.E.R.O. High (Health Education and Research Occupations High School),Residential District 16,,s,s,
36023,7,07X259,H.E.R.O. High (Health Education and Research Occupations High School),Residential District 17,,s,s,
36024,7,07X259,H.E.R.O. High (Health Education and Research Occupations High School),Residential District 19,,s,s,
36025,7,07X259,H.E.R.O. High (Health Education and Research Occupations High School),Residential District 20,,s,s,
36026,7,07X259,H.E.R.O. High (Health Education and Research Occupations High School),Residential District 23,,s,s,
36027,7,07X259,H.E.R.O. High (Health Education and Research Occupations High School),Residential District 24,,s,s,
36028,7,07X259,H.E.R.O. High (Health Education and Research Occupations High School),Residential District 25,,s,s,
36029,7,07X259,H.E.R.O. High (Health Education and Research Occupations High School),Residential District 29,,s,s,
36030,7,07X259,H.E.R.O. High (Health Education and Research Occupations High School),Residential District 30,,s,s,
36031,7,07X259,H.E.R.O. High (Health Education and Research Occupations High School),Residential District 31,,s,s,
36032,7,07X259,H.E.R.O. High (Health Education and Research Occupations High School),Residential District Unknown,,s,s,
52718,11,11X455,Harry S Truman High School,Residential District 02,,s,s,
52719,11,11X455,Harry S Truman High School,Residential District 03,,6,s,
52720,11,11X455,Harry S Truman High School,Residential District 04,,8,s,
52721,11,11X455,Harry S Truman High School,Residential District 05,,12,s,
52722,11,11X455,Harry S Truman High School,Residential District 06,,9,s,
52723,11,11X455,Harry S Truman High School,Residential District 07,,128,31,
52724,11,11X455,Harry S Truman High School,Residential District 08,,301,83,
52725,11,11X455,Harry S Truman High School,Residential District 09,,166,40,
52726,11,11X455,Harry S Truman High School,Residential District 10,,369,87,
52727,11,11X455,Harry S Truman High School,Residential District 11,,865,308,
52728,11,11X455,Harry S Truman High School,Residential District 12,,187,38,
52729,11,11X455,Harry S Truman High School,Residential District 13,,s,s,
52730,11,11X455,Harry S Truman High School,Residential District 14,,s,s,
52731,11,11X455,Harry S Truman High School,Residential District 16,,s,s,
52732,11,11X455,Harry S Truman High School,Residential District 17,,s,s,
52733,11,11X455,Harry S Truman High School,Residential District 18,,s,s,
52734,11,11X455,Harry S Truman High School,Residential District 19,,s,s,
52735,11,11X455,Harry S Truman High School,Residential District 21,,s,s,
52736,11,11X455,Harry S Truman High School,Residential District 22,,s,s,
52737,11,11X455,Harry S Truman High School,Residential District 23,,s,s,
52738,11,11X455,Harry S Truman High School,Residential District 24,,s,s,
52739,11,11X455,Harry S Truman High School,Residential District 25,,13,s,
52740,11,11X455,Harry S Truman High School,Residential District 26,,s,s,
52741,11,11X455,Harry S Truman High School,Residential District 27,,6,s,
52742,11,11X455,Harry S Truman High School,Residential District 28,,s,s,
52743,11,11X455,Harry S Truman High School,Residential District 29,,12,s,
52744,11,11X455,Harry S Truman High School,Residential District 30,,s,s,
52745,11,11X455,Harry S Truman High School,Residential District 31,,s,s,
52746,11,11X455,Harry S Truman High School,Residential District 32,,s,s,
52747,11,11X455,Harry S Truman High School,Residential District Unknown,,s,s,
17614,2,02M534,Harvest Collegiate High School,Residential District 01,,147,16,
17615,2,02M534,Harvest Collegiate High School,Residential District 02,,386,39,
17616,2,02M534,Harvest Collegiate High School,Residential District 03,,206,16,
17617,2,02M534,Harvest Collegiate High School,Residential District 04,,100,11,
17618,2,02M534,Harvest Collegiate High School,Residential District 05,,114,14,
17619,2,02M534,Harvest Collegiate High School,Residential District 06,,263,34,
17620,2,02M534,Harvest Collegiate High School,Residential District 07,,42,s,
17621,2,02M534,Harvest Collegiate High School,Residential District 08,,54,s,
17622,2,02M534,Harvest Collegiate High School,Residential District 09,,102,7,
17623,2,02M534,Harvest Collegiate High School,Residential District 10,,122,s,
17624,2,02M534,Harvest Collegiate High School,Residential District 11,,53,7,
17625,2,02M534,Harvest Collegiate High School,Residential District 12,,36,s,
17626,2,02M534,Harvest Collegiate High School,Residential District 13,,49,s,
17627,2,02M534,Harvest Collegiate High School,Residential District 14,,35,s,
17628,2,02M534,Harvest Collegiate High School,Residential District 15,,126,s,
17629,2,02M534,Harvest Collegiate High School,Residential District 16,,26,s,
17630,2,02M534,Harvest Collegiate High School,Residential District 17,,44,s,
17631,2,02M534,Harvest Collegiate High School,Residential District 18,,27,s,
17632,2,02M534,Harvest Collegiate High School,Residential District 19,,24,s,
17633,2,02M534,Harvest Collegiate High School,Residential District 20,,12,s,
17634,2,02M534,Harvest Collegiate High School,Residential District 21,,6,s,
17635,2,02M534,Harvest Collegiate High School,Residential District 22,,25,s,
17636,2,02M534,Harvest Collegiate High School,Residential District 23,,11,s,
17637,2,02M534,Harvest Collegiate High School,Residential District 24,,31,s,
17638,2,02M534,Harvest Collegiate High School,Residential District 25,,s,s,
17639,2,02M534,Harvest Collegiate High School,Residential District 26,,s,s,
17640,2,02M534,Harvest Collegiate High School,Residential District 27,,20,s,
17641,2,02M534,Harvest Collegiate High School,Residential District 28,,s,s,
17642,2,02M534,Harvest Collegiate High School,Residential District 29,,s,s,
17643,2,02M534,Harvest Collegiate High School,Residential District 30,,28,s,
17644,2,02M534,Harvest Collegiate High School,Residential District 31,,16,s,
17645,2,02M534,Harvest Collegiate High School,Residential District 32,,17,s,
17646,2,02M534,Harvest Collegiate High School,Residential District Unknown,,10,s,
37355,7,07X670,Health Opportunities High School,Residential District 03,,7,s,
37356,7,07X670,Health Opportunities High School,Residential District 04,,14,s,
37357,7,07X670,Health Opportunities High School,Residential District 05,,10,s,
37358,7,07X670,Health Opportunities High School,Residential District 06,,s,s,
37359,7,07X670,Health Opportunities High School,Residential District 07,,79,9,
37360,7,07X670,Health Opportunities High School,Residential District 08,,36,s,
37361,7,07X670,Health Opportunities High School,Residential District 09,,91,9,
37362,7,07X670,Health Opportunities High School,Residential District 10,,73,14,
37363,7,07X670,Health Opportunities High School,Residential District 11,,42,8,
37364,7,07X670,Health Opportunities High School,Residential District 12,,35,s,
37365,7,07X670,Health Opportunities High School,Residential District 16,,s,s,
37366,7,07X670,Health Opportunities High School,Residential District 17,,s,s,
37367,7,07X670,Health Opportunities High School,Residential District 18,,s,s,
37368,7,07X670,Health Opportunities High School,Residential District 19,,s,s,
37369,7,07X670,Health Opportunities High School,Residential District 27,,s,s,
37370,7,07X670,Health Opportunities High School,Residential District 30,,s,s,
37371,7,07X670,Health Opportunities High School,Residential District 31,,s,s,
37372,7,07X670,Health Opportunities High School,Residential District Unknown,,s,s,
39545,8,08X405,Herbert H. Lehman High School,Residential District 01,,s,s,
39546,8,08X405,Herbert H. Lehman High School,Residential District 02,,s,s,
39547,8,08X405,Herbert H. Lehman High School,Residential District 03,,s,s,
39548,8,08X405,Herbert H. Lehman High School,Residential District 05,,s,s,
39549,8,08X405,Herbert H. Lehman High School,Residential District 06,,s,s,
39550,8,08X405,Herbert H. Lehman High School,Residential District 07,,43,9,
39551,8,08X405,Herbert H. Lehman High School,Residential District 08,,376,159,
39552,8,08X405,Herbert H. Lehman High School,Residential District 09,,125,31,
39553,8,08X405,Herbert H. Lehman High School,Residential District 10,,155,29,
39554,8,08X405,Herbert H. Lehman High School,Residential District 11,,533,151,
39555,8,08X405,Herbert H. Lehman High School,Residential District 12,,160,44,
39556,8,08X405,Herbert H. Lehman High School,Residential District 27,,s,s,
39557,8,08X405,Herbert H. Lehman High School,Residential District 28,,s,s,
39558,8,08X405,Herbert H. Lehman High School,Residential District 29,,s,s,
39559,8,08X405,Herbert H. Lehman High School,Residential District 30,,s,s,
39560,8,08X405,Herbert H. Lehman High School,Residential District 31,,s,s,
39561,8,08X405,Herbert H. Lehman High School,Residential District Unknown,,s,s,
28993,4,04M680,Heritage School The,Residential District 01,,10,s,
28994,4,04M680,Heritage School The,Residential District 02,,16,7,
28995,4,04M680,Heritage School The,Residential District 03,,43,s,
28996,4,04M680,Heritage School The,Residential District 04,,149,57,
28997,4,04M680,Heritage School The,Residential District 05,,81,11,
28998,4,04M680,Heritage School The,Residential District 06,,34,s,
28999,4,04M680,Heritage School The,Residential District 07,,44,7,
29000,4,04M680,Heritage School The,Residential District 08,,39,6,
29001,4,04M680,Heritage School The,Residential District 09,,64,9,
29002,4,04M680,Heritage School The,Residential District 10,,44,13,
29003,4,04M680,Heritage School The,Residential District 11,,27,s,
29004,4,04M680,Heritage School The,Residential District 12,,32,8,
29005,4,04M680,Heritage School The,Residential District 14,,s,s,
29006,4,04M680,Heritage School The,Residential District 15,,s,s,
29007,4,04M680,Heritage School The,Residential District 16,,s,s,
29008,4,04M680,Heritage School The,Residential District 17,,s,s,
29009,4,04M680,Heritage School The,Residential District 18,,s,s,
29010,4,04M680,Heritage School The,Residential District 19,,s,s,
29011,4,04M680,Heritage School The,Residential District 21,,s,s,
29012,4,04M680,Heritage School The,Residential District 22,,s,s,
29013,4,04M680,Heritage School The,Residential District 23,,s,s,
29014,4,04M680,Heritage School The,Residential District 24,,8,s,
29015,4,04M680,Heritage School The,Residential District 25,,s,s,
29016,4,04M680,Heritage School The,Residential District 27,,s,s,
29017,4,04M680,Heritage School The,Residential District 28,,s,s,
29018,4,04M680,Heritage School The,Residential District 29,,s,s,
29019,4,04M680,Heritage School The,Residential District 30,,14,s,
29020,4,04M680,Heritage School The,Residential District 31,,s,s,
29021,4,04M680,Heritage School The,Residential District 32,,s,s,
92185,24,24Q550,High School for Arts and Business,Residential District 02,,6,s,
92186,24,24Q550,High School for Arts and Business,Residential District 03,,s,s,
92187,24,24Q550,High School for Arts and Business,Residential District 04,,s,s,
92188,24,24Q550,High School for Arts and Business,Residential District 05,,s,s,
92189,24,24Q550,High School for Arts and Business,Residential District 06,,s,s,
92190,24,24Q550,High School for Arts and Business,Residential District 07,,6,s,
92191,24,24Q550,High School for Arts and Business,Residential District 08,,6,s,
92192,24,24Q550,High School for Arts and Business,Residential District 09,,6,s,
92193,24,24Q550,High School for Arts and Business,Residential District 10,,7,s,
92194,24,24Q550,High School for Arts and Business,Residential District 11,,s,s,
92195,24,24Q550,High School for Arts and Business,Residential District 12,,6,s,
92196,24,24Q550,High School for Arts and Business,Residential District 13,,s,s,
92197,24,24Q550,High School for Arts and Business,Residential District 14,,11,s,
92198,24,24Q550,High School for Arts and Business,Residential District 15,,s,s,
92199,24,24Q550,High School for Arts and Business,Residential District 16,,s,s,
92200,24,24Q550,High School for Arts and Business,Residential District 17,,s,s,
92201,24,24Q550,High School for Arts and Business,Residential District 18,,6,s,
92202,24,24Q550,High School for Arts and Business,Residential District 19,,38,s,
92203,24,24Q550,High School for Arts and Business,Residential District 21,,s,s,
92204,24,24Q550,High School for Arts and Business,Residential District 22,,10,s,
92205,24,24Q550,High School for Arts and Business,Residential District 23,,14,s,
92206,24,24Q550,High School for Arts and Business,Residential District 24,,1287,146,
92207,24,24Q550,High School for Arts and Business,Residential District 25,,214,18,
92208,24,24Q550,High School for Arts and Business,Residential District 26,,43,s,
92209,24,24Q550,High School for Arts and Business,Residential District 27,,201,13,
92210,24,24Q550,High School for Arts and Business,Residential District 28,,209,18,
92211,24,24Q550,High School for Arts and Business,Residential District 29,,168,6,
92212,24,24Q550,High School for Arts and Business,Residential District 30,,479,37,
92213,24,24Q550,High School for Arts and Business,Residential District 31,,s,s,
92214,24,24Q550,High School for Arts and Business,Residential District 32,,12,s,
92215,24,24Q550,High School for Arts and Business,Residential District Unknown,,s,s,
76426,19,19K504,High School for Civil Rights,Residential District 02,,s,s,
76427,19,19K504,High School for Civil Rights,Residential District 03,,s,s,
76428,19,19K504,High School for Civil Rights,Residential District 05,,s,s,
76429,19,19K504,High School for Civil Rights,Residential District 07,,s,s,
76430,19,19K504,High School for Civil Rights,Residential District 08,,s,s,
76431,19,19K504,High School for Civil Rights,Residential District 10,,s,s,
76432,19,19K504,High School for Civil Rights,Residential District 11,,s,s,
76433,19,19K504,High School for Civil Rights,Residential District 13,,10,s,
76434,19,19K504,High School for Civil Rights,Residential District 14,,s,s,
76435,19,19K504,High School for Civil Rights,Residential District 15,,s,s,
76436,19,19K504,High School for Civil Rights,Residential District 16,,9,s,
76437,19,19K504,High School for Civil Rights,Residential District 17,,23,s,
76438,19,19K504,High School for Civil Rights,Residential District 18,,30,s,
76439,19,19K504,High School for Civil Rights,Residential District 19,,106,6,
76440,19,19K504,High School for Civil Rights,Residential District 20,,s,s,
76441,19,19K504,High School for Civil Rights,Residential District 21,,s,s,
76442,19,19K504,High School for Civil Rights,Residential District 22,,20,s,
76443,19,19K504,High School for Civil Rights,Residential District 23,,51,s,
76444,19,19K504,High School for Civil Rights,Residential District 24,,12,s,
76445,19,19K504,High School for Civil Rights,Residential District 27,,28,s,
76446,19,19K504,High School for Civil Rights,Residential District 28,,s,s,
76447,19,19K504,High School for Civil Rights,Residential District 29,,6,s,
76448,19,19K504,High School for Civil Rights,Residential District 31,,s,s,
76449,19,19K504,High School for Civil Rights,Residential District 32,,15,s,
106133,28,28Q328,High School for Community Leadership,Residential District 04,,s,s,
106134,28,28Q328,High School for Community Leadership,Residential District 05,,s,s,
106135,28,28Q328,High School for Community Leadership,Residential District 07,,s,s,
106136,28,28Q328,High School for Community Leadership,Residential District 08,,s,s,
106137,28,28Q328,High School for Community Leadership,Residential District 09,,s,s,
106138,28,28Q328,High School for Community Leadership,Residential District 10,,s,s,
106139,28,28Q328,High School for Community Leadership,Residential District 11,,s,s,
106140,28,28Q328,High School for Community Leadership,Residential District 12,,s,s,
106141,28,28Q328,High School for Community Leadership,Residential District 16,,s,s,
106142,28,28Q328,High School for Community Leadership,Residential District 18,,s,s,
106143,28,28Q328,High School for Community Leadership,Residential District 19,,18,s,
106144,28,28Q328,High School for Community Leadership,Residential District 22,,s,s,
106145,28,28Q328,High School for Community Leadership,Residential District 23,,s,s,
106146,28,28Q328,High School for Community Leadership,Residential District 24,,72,16,
106147,28,28Q328,High School for Community Leadership,Residential District 25,,39,6,
106148,28,28Q328,High School for Community Leadership,Residential District 26,,25,11,
106149,28,28Q328,High School for Community Leadership,Residential District 27,,148,34,
106150,28,28Q328,High School for Community Leadership,Residential District 28,,136,38,
106151,28,28Q328,High School for Community Leadership,Residential District 29,,208,54,
106152,28,28Q328,High School for Community Leadership,Residential District 30,,29,7,
106153,28,28Q328,High School for Community Leadership,Residential District 31,,s,s,
106154,28,28Q328,High School for Community Leadership,Residential District 32,,s,s,
106155,28,28Q328,High School for Community Leadership,Residential District Unknown,,s,s,
103611,27,27Q650,High School for Construction Trades Engineering and Architecture,Residential District 01,,s,s,
103612,27,27Q650,High School for Construction Trades Engineering and Architecture,Residential District 02,,s,s,
103613,27,27Q650,High School for Construction Trades Engineering and Architecture,Residential District 03,,s,s,
103614,27,27Q650,High School for Construction Trades Engineering and Architecture,Residential District 04,,s,s,
103615,27,27Q650,High School for Construction Trades Engineering and Architecture,Residential District 05,,6,s,
103616,27,27Q650,High School for Construction Trades Engineering and Architecture,Residential District 06,,s,s,
103617,27,27Q650,High School for Construction Trades Engineering and Architecture,Residential District 07,,s,s,
103618,27,27Q650,High School for Construction Trades Engineering and Architecture,Residential District 08,,9,s,
103619,27,27Q650,High School for Construction Trades Engineering and Architecture,Residential District 09,,s,s,
103620,27,27Q650,High School for Construction Trades Engineering and Architecture,Residential District 10,,6,s,
103621,27,27Q650,High School for Construction Trades Engineering and Architecture,Residential District 11,,13,s,
103622,27,27Q650,High School for Construction Trades Engineering and Architecture,Residential District 12,,s,s,
103623,27,27Q650,High School for Construction Trades Engineering and Architecture,Residential District 13,,9,s,
103624,27,27Q650,High School for Construction Trades Engineering and Architecture,Residential District 14,,14,s,
103625,27,27Q650,High School for Construction Trades Engineering and Architecture,Residential District 15,,s,s,
103626,27,27Q650,High School for Construction Trades Engineering and Architecture,Residential District 16,,s,s,
103627,27,27Q650,High School for Construction Trades Engineering and Architecture,Residential District 17,,17,s,
103628,27,27Q650,High School for Construction Trades Engineering and Architecture,Residential District 18,,20,s,
103629,27,27Q650,High School for Construction Trades Engineering and Architecture,Residential District 19,,202,10,
103630,27,27Q650,High School for Construction Trades Engineering and Architecture,Residential District 20,,8,s,
103631,27,27Q650,High School for Construction Trades Engineering and Architecture,Residential District 21,,7,s,
103632,27,27Q650,High School for Construction Trades Engineering and Architecture,Residential District 22,,17,s,
103633,27,27Q650,High School for Construction Trades Engineering and Architecture,Residential District 23,,18,s,
103634,27,27Q650,High School for Construction Trades Engineering and Architecture,Residential District 24,,258,23,
103635,27,27Q650,High School for Construction Trades Engineering and Architecture,Residential District 25,,61,s,
103636,27,27Q650,High School for Construction Trades Engineering and Architecture,Residential District 26,,26,s,
103637,27,27Q650,High School for Construction Trades Engineering and Architecture,Residential District 27,,1324,227,
103638,27,27Q650,High School for Construction Trades Engineering and Architecture,Residential District 28,,206,18,
103639,27,27Q650,High School for Construction Trades Engineering and Architecture,Residential District 29,,177,11,
103640,27,27Q650,High School for Construction Trades Engineering and Architecture,Residential District 30,,105,s,
103641,27,27Q650,High School for Construction Trades Engineering and Architecture,Residential District 31,,7,s,
103642,27,27Q650,High School for Construction Trades Engineering and Architecture,Residential District 32,,15,s,
103643,27,27Q650,High School for Construction Trades Engineering and Architecture,Residential District Unknown,,s,s,
53522,11,11X544,High School for Contemporary Arts,Residential District 02,,7,s,
53523,11,11X544,High School for Contemporary Arts,Residential District 04,,s,s,
53524,11,11X544,High School for Contemporary Arts,Residential District 05,,s,s,
53525,11,11X544,High School for Contemporary Arts,Residential District 06,,s,s,
53526,11,11X544,High School for Contemporary Arts,Residential District 07,,51,8,
53527,11,11X544,High School for Contemporary Arts,Residential District 08,,79,s,
53528,11,11X544,High School for Contemporary Arts,Residential District 09,,76,10,
53529,11,11X544,High School for Contemporary Arts,Residential District 10,,150,19,
53530,11,11X544,High School for Contemporary Arts,Residential District 11,,198,47,
53531,11,11X544,High School for Contemporary Arts,Residential District 12,,60,6,
53532,11,11X544,High School for Contemporary Arts,Residential District 13,,s,s,
53533,11,11X544,High School for Contemporary Arts,Residential District 15,,s,s,
53534,11,11X544,High School for Contemporary Arts,Residential District 17,,s,s,
53535,11,11X544,High School for Contemporary Arts,Residential District 18,,s,s,
53536,11,11X544,High School for Contemporary Arts,Residential District 19,,10,s,
53537,11,11X544,High School for Contemporary Arts,Residential District 21,,s,s,
53538,11,11X544,High School for Contemporary Arts,Residential District 22,,s,s,
53539,11,11X544,High School for Contemporary Arts,Residential District 23,,s,s,
53540,11,11X544,High School for Contemporary Arts,Residential District 24,,s,s,
53541,11,11X544,High School for Contemporary Arts,Residential District 25,,s,s,
