Student_Id,Residential_District
student_33955,Residential District 20
student_21328,Residential District 20
student_8915,Residential District 20
student_10694,Residential District 20
student_55004,Residential District 20
student_15324,Residential District 20
student_7043,Residential District 20
student_29718,Residential District 20
student_46501,Residential District 20
student_48168,Residential District 20
student_53086,Residential District 20
student_6722,Residential District 20
student_27989,Residential District 20
student_45457,Residential District 20
student_23958,Residential District 20
student_22782,Residential District 20
student_51292,Residential District 20
student_49424,Residential District 20
student_49767,Residential District 20
student_21960,Residential District 20
student_70994,Residential District 20
student_17414,Residential District 20
student_46526,Residential District 20
student_5841,Residential District 20
student_63347,Residential District 20
student_26522,Residential District 20
student_29985,Residential District 20
student_37846,Residential District 20
student_22241,Residential District 20
student_4688,Residential District 20
student_48250,Residential District 20
student_1292,Residential District 20
student_54262,Residential District 20
student_45166,Residential District 20
student_63722,Residential District 20
student_37508,Residential District 20
student_36393,Residential District 20
student_18399,Residential District 20
student_22886,Residential District 20
student_24819,Residential District 20
student_23029,Residential District 20
student_57305,Residential District 20
student_26131,Residential District 20
student_11196,Residential District 20
student_59469,Residential District 20
student_32618,Residential District 20
student_5101,Residential District 20
student_32080,Residential District 20
student_65762,Residential District 20
student_50145,Residential District 20
student_31848,Residential District 20
student_20594,Residential District 20
student_10770,Residential District 20
student_3803,Residential District 20
student_20319,Residential District 20
student_12769,Residential District 20
student_42124,Residential District 20
student_1469,Residential District 20
student_16513,Residential District 20
student_29209,Residential District 20
student_60427,Residential District 20
student_61431,Residential District 20
student_17267,Residential District 20
student_21513,Residential District 20
student_42864,Residential District 20
student_64086,Residential District 20
student_61186,Residential District 20
student_52754,Residential District 20
student_62071,Residential District 20
student_69076,Residential District 20
student_70529,Residential District 20
student_32213,Residential District 20
student_54009,Residential District 20
student_29267,Residential District 20
student_62429,Residential District 20
student_56695,Residential District 20
student_26699,Residential District 20
student_65557,Residential District 20
student_52984,Residential District 20
student_14541,Residential District 20
student_48390,Residential District 20
student_10846,Residential District 20
student_67895,Residential District 20
student_54686,Residential District 20
student_28859,Residential District 20
student_8534,Residential District 20
student_60199,Residential District 20
student_27735,Residential District 20
student_24548,Residential District 20
student_67806,Residential District 20
student_51152,Residential District 20
student_10074,Residential District 20
student_38936,Residential District 20
student_46458,Residential District 20
student_64758,Residential District 20
student_58924,Residential District 20
student_61976,Residential District 20
student_57985,Residential District 20
student_8130,Residential District 20
student_47243,Residential District 20
student_22532,Residential District 20
student_31900,Residential District 20
student_5543,Residential District 20
student_57558,Residential District 20
student_40802,Residential District 20
student_63376,Residential District 20
student_39284,Residential District 20
student_46522,Residential District 20
student_21207,Residential District 20
student_45357,Residential District 20
student_67190,Residential District 20
student_32567,Residential District 20
student_43271,Residential District 20
student_55159,Residential District 20
student_56326,Residential District 20
student_23087,Residential District 20
student_49612,Residential District 20
student_11858,Residential District 20
student_40866,Residential District 20
student_21144,Residential District 20
student_50991,Residential District 20
student_48915,Residential District 20
student_65728,Residential District 20
student_35538,Residential District 20
student_22166,Residential District 20
student_33006,Residential District 20
student_38072,Residential District 20
student_45413,Residential District 20
student_21452,Residential District 20
student_32376,Residential District 20
student_51553,Residential District 20
student_66907,Residential District 20
student_27801,Residential District 20
student_35527,Residential District 20
student_50269,Residential District 20
student_45908,Residential District 20
student_27182,Residential District 20
student_46892,Residential District 20
student_49855,Residential District 20
student_37927,Residential District 20
student_11455,Residential District 20
student_61041,Residential District 20
student_7192,Residential District 20
student_51233,Residential District 20
student_52916,Residential District 20
student_45390,Residential District 20
student_16082,Residential District 20
student_24509,Residential District 20
student_6700,Residential District 20
student_1046,Residential District 20
student_37812,Residential District 20
student_45723,Residential District 20
student_58042,Residential District 20
student_18970,Residential District 20
student_37990,Residential District 20
student_29253,Residential District 20
student_48544,Residential District 20
student_29186,Residential District 20
student_37967,Residential District 20
student_20515,Residential District 20
student_26125,Residential District 20
student_15765,Residential District 20
student_26453,Residential District 20
student_7743,Residential District 20
student_46488,Residential District 20
student_39305,Residential District 20
student_53403,Residential District 20
student_33701,Residential District 20
student_51765,Residential District 20
student_47967,Residential District 20
student_21746,Residential District 20
student_55315,Residential District 20
student_54300,Residential District 20
student_30691,Residential District 20
student_18838,Residential District 20
student_3095,Residential District 20
student_11777,Residential District 20
student_39464,Residential District 20
student_62922,Residential District 20
student_63869,Residential District 20
student_66573,Residential District 20
student_38508,Residential District 20
student_12131,Residential District 20
student_2496,Residential District 20
student_39609,Residential District 20
student_12086,Residential District 20
student_40423,Residential District 20
student_54620,Residential District 20
student_52998,Residential District 20
student_28720,Residential District 20
student_71157,Residential District 20
student_26118,Residential District 20
student_31822,Residential District 20
student_35202,Residential District 20
student_53509,Residential District 20
student_69490,Residential District 20
student_40348,Residential District 20
student_29796,Residential District 20
student_56872,Residential District 20
student_63245,Residential District 20
student_20961,Residential District 20
student_50510,Residential District 20
student_32279,Residential District 20
student_13315,Residential District 20
student_18757,Residential District 20
student_47768,Residential District 20
student_47941,Residential District 20
student_25349,Residential District 20
student_65628,Residential District 20
student_37783,Residential District 20
student_64662,Residential District 20
student_62140,Residential District 20
student_65632,Residential District 20
student_29366,Residential District 20
student_29828,Residential District 20
student_12817,Residential District 20
student_2922,Residential District 20
student_69027,Residential District 20
student_18216,Residential District 20
student_16353,Residential District 20
student_69485,Residential District 20
student_50969,Residential District 20
student_47814,Residential District 20
student_978,Residential District 20
student_51952,Residential District 20
student_2874,Residential District 20
student_16187,Residential District 20
student_54460,Residential District 20
student_39585,Residential District 20
student_12620,Residential District 20
student_25297,Residential District 20
student_42041,Residential District 20
student_44083,Residential District 20
student_24883,Residential District 20
student_65397,Residential District 20
student_30155,Residential District 20
student_67345,Residential District 20
student_10428,Residential District 20
student_13378,Residential District 20
student_42063,Residential District 20
student_62381,Residential District 20
student_70564,Residential District 20
student_941,Residential District 20
student_2186,Residential District 20
student_4960,Residential District 20
student_14374,Residential District 20
student_53046,Residential District 20
student_36500,Residential District 20
student_56003,Residential District 20
student_14558,Residential District 20
student_45272,Residential District 20
student_68029,Residential District 20
student_17278,Residential District 20
student_6051,Residential District 20
student_30264,Residential District 20
student_29873,Residential District 20
student_68348,Residential District 20
student_67048,Residential District 20
student_23741,Residential District 20
student_23780,Residential District 20
student_24936,Residential District 20
student_67947,Residential District 20
student_17046,Residential District 20
student_49201,Residential District 20
student_11792,Residential District 20
student_24958,Residential District 20
student_9279,Residential District 20
student_40475,Residential District 20
student_9858,Residential District 20
student_54041,Residential District 20
student_50799,Residential District 20
student_40910,Residential District 20
student_58110,Residential District 20
student_39855,Residential District 20
student_8463,Residential District 20
student_11134,Residential District 20
student_44558,Residential District 20
student_632,Residential District 20
student_16632,Residential District 20
student_66918,Residential District 20
student_52492,Residential District 20
student_32616,Residential District 20
student_51805,Residential District 20
student_49709,Residential District 20
student_53037,Residential District 20
student_58823,Residential District 20
student_64792,Residential District 20
student_47083,Residential District 20
student_17111,Residential District 20
student_57806,Residential District 20
student_14991,Residential District 20
student_33660,Residential District 20
student_48457,Residential District 20
student_56424,Residential District 20
student_44836,Residential District 20
student_40136,Residential District 20
student_19951,Residential District 20
student_15004,Residential District 20
student_21581,Residential District 20
student_43443,Residential District 20
student_61320,Residential District 20
student_18206,Residential District 20
student_69046,Residential District 20
student_8030,Residential District 20
student_50589,Residential District 20
student_68813,Residential District 20
student_64082,Residential District 20
student_13066,Residential District 20
student_32010,Residential District 20
student_22159,Residential District 20
student_57597,Residential District 20
student_22686,Residential District 20
student_15968,Residential District 20
student_16827,Residential District 20
student_35746,Residential District 20
student_43590,Residential District 20
student_9666,Residential District 20
student_34138,Residential District 20
student_68760,Residential District 20
student_148,Residential District 20
student_35255,Residential District 20
student_50476,Residential District 20
student_58754,Residential District 20
student_28876,Residential District 20
student_41826,Residential District 20
student_8389,Residential District 20
student_43206,Residential District 20
student_8412,Residential District 20
student_12376,Residential District 20
student_66161,Residential District 20
student_9281,Residential District 20
student_8650,Residential District 20
student_67369,Residential District 20
student_18983,Residential District 20
student_47593,Residential District 20
student_52893,Residential District 20
student_13676,Residential District 20
student_11652,Residential District 20
student_50625,Residential District 20
student_13406,Residential District 20
student_66872,Residential District 20
student_47753,Residential District 20
student_60344,Residential District 20
student_35651,Residential District 20
student_67354,Residential District 20
student_23660,Residential District 20
student_33073,Residential District 20
student_14742,Residential District 20
student_14490,Residential District 20
student_2284,Residential District 20
student_32834,Residential District 20
student_59012,Residential District 20
student_62521,Residential District 20
student_12117,Residential District 20
student_17330,Residential District 20
student_42277,Residential District 20
student_4347,Residential District 20
student_34403,Residential District 20
student_22955,Residential District 20
student_2761,Residential District 20
student_5882,Residential District 20
student_58333,Residential District 20
student_63152,Residential District 20
student_62701,Residential District 20
student_24740,Residential District 20
student_65590,Residential District 20
student_16454,Residential District 20
student_3399,Residential District 20
student_33752,Residential District 20
student_65358,Residential District 20
student_18266,Residential District 20
student_20105,Residential District 20
student_5816,Residential District 20
student_11541,Residential District 20
student_44291,Residential District 20
student_31467,Residential District 20
student_42535,Residential District 20
student_4543,Residential District 20
student_37463,Residential District 20
student_26583,Residential District 20
student_40082,Residential District 20
student_10245,Residential District 20
student_27862,Residential District 20
student_9940,Residential District 20
student_53815,Residential District 20
student_52710,Residential District 20
student_12780,Residential District 20
student_31769,Residential District 20
student_19162,Residential District 20
student_54449,Residential District 20
student_30967,Residential District 20
student_46353,Residential District 20
student_19349,Residential District 20
student_7939,Residential District 20
student_52731,Residential District 20
student_26597,Residential District 20
student_35012,Residential District 20
student_63389,Residential District 20
student_41153,Residential District 20
student_54685,Residential District 20
student_34170,Residential District 20
student_11317,Residential District 20
student_38463,Residential District 20
student_54521,Residential District 20
student_21493,Residential District 20
student_38708,Residential District 20
student_3105,Residential District 20
student_19874,Residential District 20
student_53438,Residential District 20
student_41624,Residential District 20
student_10776,Residential District 20
student_33373,Residential District 20
student_3185,Residential District 20
student_38763,Residential District 20
student_56712,Residential District 20
student_22997,Residential District 20
student_68790,Residential District 20
student_50404,Residential District 20
student_262,Residential District 20
student_22794,Residential District 20
student_42262,Residential District 20
student_21233,Residential District 20
student_31844,Residential District 20
student_55107,Residential District 20
student_45160,Residential District 20
student_6694,Residential District 20
student_38626,Residential District 20
student_41207,Residential District 20
student_33956,Residential District 20
student_40690,Residential District 20
student_10068,Residential District 20
student_70930,Residential District 20
student_62133,Residential District 20
student_60649,Residential District 20
student_26735,Residential District 20
student_41709,Residential District 20
student_6784,Residential District 20
student_60936,Residential District 20
student_10736,Residential District 20
student_56044,Residential District 20
student_42601,Residential District 20
student_70264,Residential District 20
student_56772,Residential District 20
student_21734,Residential District 20
student_10150,Residential District 20
student_48068,Residential District 20
student_46162,Residential District 20
student_63802,Residential District 20
student_15587,Residential District 20
student_44123,Residential District 20
student_36764,Residential District 20
student_29215,Residential District 20
student_977,Residential District 20
student_39165,Residential District 20
student_68671,Residential District 20
student_25674,Residential District 20
student_5121,Residential District 20
student_17659,Residential District 20
student_17847,Residential District 20
student_16954,Residential District 20
student_41390,Residential District 20
student_16603,Residential District 20
student_58792,Residential District 20
student_23747,Residential District 20
student_12409,Residential District 20
student_14638,Residential District 20
student_68944,Residential District 20
student_27401,Residential District 20
student_17155,Residential District 20
student_15918,Residential District 20
student_20406,Residential District 20
student_60031,Residential District 20
student_52045,Residential District 20
student_57369,Residential District 20
student_50723,Residential District 20
student_61579,Residential District 20
student_3974,Residential District 20
student_1109,Residential District 20
student_14211,Residential District 20
student_1619,Residential District 20
student_59534,Residential District 20
student_12062,Residential District 20
student_35900,Residential District 20
student_56957,Residential District 20
student_52387,Residential District 20
student_20485,Residential District 20
student_40847,Residential District 20
student_28101,Residential District 20
student_27744,Residential District 20
student_4259,Residential District 20
student_19148,Residential District 20
student_45144,Residential District 20
student_33033,Residential District 20
student_50522,Residential District 20
student_70096,Residential District 20
student_20576,Residential District 20
student_9945,Residential District 20
student_33299,Residential District 20
student_2239,Residential District 20
student_7132,Residential District 20
student_44959,Residential District 20
student_960,Residential District 20
student_22151,Residential District 20
student_27026,Residential District 20
student_21273,Residential District 20
student_43154,Residential District 20
student_4368,Residential District 20
student_53553,Residential District 20
student_47074,Residential District 20
student_64442,Residential District 20
student_69307,Residential District 20
student_35743,Residential District 20
student_18961,Residential District 20
student_28791,Residential District 20
student_14820,Residential District 20
student_53185,Residential District 20
student_44927,Residential District 20
student_19335,Residential District 20
student_38898,Residential District 20
student_19915,Residential District 20
student_41040,Residential District 21
student_21458,Residential District 21
student_4696,Residential District 21
student_44500,Residential District 21
student_24516,Residential District 21
student_34629,Residential District 21
student_67107,Residential District 21
student_36858,Residential District 21
student_57593,Residential District 21
student_2748,Residential District 21
student_24711,Residential District 21
student_34971,Residential District 21
student_35872,Residential District 21
student_13108,Residential District 21
student_48315,Residential District 21
student_46344,Residential District 21
student_23026,Residential District 21
student_9892,Residential District 21
student_3704,Residential District 21
student_13685,Residential District 21
student_60680,Residential District 21
student_17429,Residential District 21
student_40371,Residential District 21
student_9760,Residential District 21
student_43477,Residential District 21
student_15156,Residential District 21
student_24130,Residential District 21
student_29540,Residential District 21
student_24246,Residential District 21
student_14723,Residential District 21
student_45296,Residential District 21
student_25995,Residential District 21
student_30954,Residential District 21
student_5838,Residential District 21
student_15398,Residential District 21
student_30613,Residential District 21
student_19276,Residential District 21
student_18951,Residential District 21
student_13145,Residential District 21
student_21444,Residential District 21
student_65049,Residential District 21
student_66947,Residential District 21
student_44265,Residential District 21
student_18932,Residential District 21
student_14311,Residential District 21
student_54365,Residential District 21
student_18877,Residential District 21
student_18413,Residential District 21
student_34777,Residential District 21
student_1139,Residential District 21
student_2392,Residential District 21
student_42882,Residential District 21
student_21498,Residential District 21
student_32894,Residential District 21
student_33885,Residential District 21
student_48769,Residential District 21
student_46008,Residential District 21
student_53324,Residential District 21
student_42287,Residential District 21
student_19667,Residential District 21
student_63430,Residential District 21
student_46357,Residential District 21
student_68750,Residential District 21
student_64233,Residential District 21
student_4365,Residential District 21
student_10364,Residential District 21
student_60436,Residential District 21
student_40941,Residential District 21
student_16462,Residential District 21
student_49484,Residential District 21
student_29883,Residential District 21
student_4635,Residential District 21
student_45859,Residential District 21
student_71154,Residential District 21
student_1409,Residential District 21
student_16972,Residential District 21
student_69895,Residential District 21
student_57046,Residential District 21
student_20396,Residential District 21
student_70538,Residential District 21
student_52760,Residential District 21
student_67015,Residential District 21
student_18899,Residential District 21
student_23042,Residential District 21
student_26166,Residential District 21
student_42315,Residential District 21
student_49814,Residential District 21
student_66898,Residential District 21
student_2216,Residential District 21
student_53747,Residential District 21
student_45598,Residential District 21
student_39981,Residential District 21
student_54544,Residential District 21
student_22192,Residential District 21
student_66884,Residential District 21
student_36529,Residential District 21
student_30733,Residential District 21
student_36311,Residential District 21
student_41980,Residential District 21
student_26840,Residential District 21
student_142,Residential District 21
student_53543,Residential District 21
student_57761,Residential District 21
student_23320,Residential District 21
student_14075,Residential District 21
student_47169,Residential District 21
student_35676,Residential District 21
student_71090,Residential District 21
student_28825,Residential District 21
student_31008,Residential District 21
student_69907,Residential District 21
student_63887,Residential District 21
student_3723,Residential District 21
student_11717,Residential District 21
student_51353,Residential District 21
student_8641,Residential District 21
student_9938,Residential District 21
student_49132,Residential District 21
student_23474,Residential District 21
student_16144,Residential District 21
student_60232,Residential District 21
student_19925,Residential District 21
student_51417,Residential District 21
student_13515,Residential District 21
student_51605,Residential District 21
student_34072,Residential District 21
student_55856,Residential District 21
student_45778,Residential District 21
student_1253,Residential District 21
student_24996,Residential District 21
student_2226,Residential District 21
student_8437,Residential District 21
student_3234,Residential District 21
student_69023,Residential District 21
student_10516,Residential District 21
student_32635,Residential District 21
student_42142,Residential District 21
student_66797,Residential District 21
student_64825,Residential District 21
student_13399,Residential District 21
student_10644,Residential District 21
student_61474,Residential District 21
student_9511,Residential District 21
student_31232,Residential District 21
student_14412,Residential District 21
student_49967,Residential District 21
student_810,Residential District 21
student_69997,Residential District 21
student_10796,Residential District 21
student_29433,Residential District 21
student_46913,Residential District 21
student_48728,Residential District 21
student_10496,Residential District 21
student_52020,Residential District 21
student_3469,Residential District 21
student_55956,Residential District 21
student_28959,Residential District 21
student_31914,Residential District 21
student_41239,Residential District 21
student_23761,Residential District 21
student_11855,Residential District 21
student_16792,Residential District 21
student_43652,Residential District 21
student_28018,Residential District 21
student_12372,Residential District 21
student_19806,Residential District 21
student_23267,Residential District 21
student_43346,Residential District 21
student_16635,Residential District 21
student_45025,Residential District 21
student_50508,Residential District 21
student_5609,Residential District 21
student_3253,Residential District 21
student_58997,Residential District 21
student_23536,Residential District 21
student_61212,Residential District 21
student_27708,Residential District 21
student_63730,Residential District 21
student_19356,Residential District 21
student_50256,Residential District 21
student_53520,Residential District 21
student_58771,Residential District 21
student_42370,Residential District 21
student_46619,Residential District 21
student_21538,Residential District 21
student_31333,Residential District 21
student_25429,Residential District 21
student_63033,Residential District 21
student_63132,Residential District 21
student_39337,Residential District 21
student_46472,Residential District 21
student_31733,Residential District 21
student_25709,Residential District 21
student_41406,Residential District 21
student_55102,Residential District 21
student_65936,Residential District 21
student_2467,Residential District 21
student_4948,Residential District 21
student_66085,Residential District 21
student_67326,Residential District 21
student_52814,Residential District 21
student_8924,Residential District 21
student_6337,Residential District 21
student_9030,Residential District 21
student_60552,Residential District 21
student_59688,Residential District 21
student_23560,Residential District 21
student_14150,Residential District 21
student_14741,Residential District 21
student_53578,Residential District 21
student_55451,Residential District 21
student_52607,Residential District 21
student_12824,Residential District 21
student_68464,Residential District 21
student_26403,Residential District 21
student_23142,Residential District 21
student_58222,Residential District 21
student_13744,Residential District 21
student_27335,Residential District 21
student_19377,Residential District 21
student_22531,Residential District 21
student_10810,Residential District 21
student_57847,Residential District 21
student_6736,Residential District 21
student_53012,Residential District 21
student_56609,Residential District 21
student_45577,Residential District 21
student_66062,Residential District 21
student_50004,Residential District 21
student_22317,Residential District 21
student_9912,Residential District 21
student_44210,Residential District 21
student_10198,Residential District 21
student_31401,Residential District 21
student_37714,Residential District 21
student_4554,Residential District 21
student_40076,Residential District 21
student_7173,Residential District 21
student_33762,Residential District 21
student_3183,Residential District 21
student_17465,Residential District 21
student_57914,Residential District 21
student_71003,Residential District 21
student_38309,Residential District 21
student_883,Residential District 21
student_42699,Residential District 21
student_62949,Residential District 21
student_45180,Residential District 21
student_22566,Residential District 21
student_2377,Residential District 21
student_41738,Residential District 21
student_42469,Residential District 21
student_36660,Residential District 21
student_16917,Residential District 21
student_39691,Residential District 21
student_9508,Residential District 21
student_1724,Residential District 21
student_25540,Residential District 21
student_93,Residential District 21
student_27042,Residential District 21
student_29199,Residential District 21
student_2142,Residential District 21
student_33305,Residential District 21
student_62048,Residential District 21
student_66319,Residential District 21
student_57915,Residential District 21
student_63500,Residential District 21
student_61726,Residential District 21
student_9045,Residential District 21
student_15424,Residential District 21
student_28318,Residential District 21
student_51487,Residential District 21
student_4265,Residential District 21
student_60782,Residential District 21
student_51130,Residential District 21
student_27319,Residential District 21
student_36540,Residential District 21
student_43323,Residential District 21
student_47454,Residential District 21
student_60931,Residential District 21
student_7052,Residential District 21
student_4140,Residential District 21
student_45850,Residential District 21
student_45378,Residential District 21
student_29119,Residential District 21
student_52659,Residential District 21
student_2280,Residential District 21
student_41192,Residential District 21
student_56050,Residential District 21
student_48360,Residential District 21
student_64243,Residential District 21
student_33557,Residential District 21
student_21745,Residential District 21
student_12315,Residential District 21
student_36761,Residential District 21
student_21372,Residential District 21
student_57737,Residential District 21
student_9111,Residential District 21
student_61290,Residential District 21
student_41091,Residential District 21
student_59245,Residential District 21
student_38906,Residential District 21
student_12190,Residential District 21
student_43175,Residential District 21
student_33358,Residential District 21
student_14641,Residential District 21
student_31207,Residential District 21
student_36802,Residential District 21
student_23606,Residential District 21
student_2497,Residential District 21
student_4148,Residential District 21
student_8092,Residential District 21
student_2595,Residential District 21
student_16408,Residential District 21
student_43643,Residential District 21
student_5166,Residential District 21
student_41815,Residential District 21
student_15620,Residential District 21
student_3862,Residential District 21
student_24692,Residential District 21
student_42263,Residential District 21
student_34655,Residential District 21
student_7290,Residential District 21
student_24590,Residential District 21
student_64043,Residential District 21
student_39773,Residential District 21
student_51912,Residential District 21
student_33230,Residential District 21
student_25133,Residential District 21
student_65830,Residential District 21
student_46991,Residential District 21
student_34519,Residential District 21
student_8262,Residential District 21
student_25777,Residential District 21
student_62312,Residential District 21
student_35064,Residential District 21
student_12505,Residential District 21
student_66052,Residential District 21
student_63252,Residential District 21
student_15984,Residential District 21
student_47909,Residential District 21
student_31627,Residential District 21
student_41033,Residential District 21
student_52502,Residential District 21
student_40128,Residential District 21
student_41628,Residential District 21
student_69087,Residential District 21
student_58372,Residential District 21
student_59790,Residential District 21
student_16793,Residential District 21
student_14082,Residential District 21
student_2556,Residential District 21
student_4141,Residential District 21
student_1238,Residential District 21
student_27983,Residential District 21
student_21431,Residential District 21
student_8510,Residential District 21
student_58981,Residential District 21
student_61826,Residential District 21
student_26657,Residential District 21
student_61198,Residential District 21
student_69265,Residential District 21
student_53415,Residential District 21
student_32181,Residential District 21
student_68338,Residential District 21
student_60979,Residential District 21
student_58314,Residential District 21
student_26266,Residential District 21
student_13891,Residential District 21
student_49642,Residential District 21
student_34062,Residential District 21
student_50442,Residential District 21
student_5843,Residential District 21
student_31317,Residential District 21
student_30380,Residential District 21
student_63644,Residential District 21
student_14135,Residential District 21
student_23410,Residential District 21
student_50250,Residential District 21
student_65495,Residential District 21
student_27927,Residential District 21
student_45389,Residential District 21
student_11896,Residential District 21
student_8815,Residential District 21
student_2889,Residential District 21
student_54774,Residential District 21
student_57394,Residential District 21
student_36597,Residential District 21
student_3481,Residential District 21
student_43841,Residential District 21
student_5850,Residential District 21
student_27728,Residential District 21
student_2742,Residential District 21
student_15252,Residential District 21
student_36305,Residential District 21
student_61357,Residential District 21
student_1774,Residential District 21
student_56823,Residential District 21
student_33502,Residential District 21
student_3438,Residential District 21
student_44987,Residential District 21
student_66422,Residential District 21
student_53257,Residential District 21
student_62520,Residential District 21
student_33249,Residential District 21
student_3367,Residential District 21
student_55760,Residential District 21
student_26210,Residential District 21
student_40376,Residential District 21
student_39843,Residential District 21
student_19027,Residential District 21
student_66934,Residential District 21
student_19179,Residential District 21
student_29821,Residential District 21
student_67491,Residential District 21
student_43243,Residential District 21
student_42956,Residential District 21
student_21228,Residential District 21
student_35191,Residential District 21
student_34470,Residential District 21
student_65531,Residential District 21
student_17982,Residential District 21
student_51845,Residential District 21
student_7910,Residential District 21
student_56597,Residential District 21
student_16331,Residential District 21
student_46671,Residential District 21
student_29006,Residential District 21
student_45589,Residential District 21
student_5174,Residential District 21
student_12103,Residential District 21
student_34414,Residential District 21
student_35246,Residential District 21
student_49520,Residential District 21
student_2903,Residential District 21
student_5446,Residential District 21
student_16852,Residential District 21
student_65422,Residential District 21
student_56929,Residential District 21
student_28087,Residential District 21
student_54619,Residential District 21
student_46179,Residential District 21
student_34735,Residential District 21
student_53160,Residential District 21
student_51126,Residential District 21
student_59609,Residential District 21
student_69064,Residential District 21
student_26875,Residential District 21
student_5616,Residential District 21
student_55000,Residential District 21
student_49212,Residential District 21
student_24533,Residential District 21
student_4270,Residential District 21
student_59563,Residential District 21
student_38588,Residential District 21
student_17403,Residential District 21
student_31042,Residential District 21
student_28727,Residential District 21
student_37583,Residential District 21
student_9906,Residential District 21
student_34313,Residential District 21
student_24462,Residential District 21
student_3524,Residential District 21
student_58210,Residential District 21
student_2589,Residential District 21
student_8888,Residential District 21
student_38810,Residential District 21
student_22292,Residential District 21
student_15623,Residential District 21
student_6018,Residential District 21
student_56108,Residential District 21
student_30426,Residential District 21
student_44632,Residential District 21
student_45740,Residential District 21
student_55715,Residential District 21
student_68216,Residential District 21
student_52224,Residential District 21
student_54919,Residential District 21
student_18329,Residential District 21
student_12731,Residential District 21
student_26481,Residential District 21
student_52670,Residential District 21
student_11136,Residential District 21
student_35757,Residential District 21
student_24456,Residential District 21
student_37835,Residential District 21
student_2585,Residential District 21
student_19043,Residential District 21
student_61816,Residential District 21
student_24170,Residential District 21
student_824,Residential District 21
student_13796,Residential District 21
student_55361,Residential District 21
student_34601,Residential District 21
student_5171,Residential District 21
student_40479,Residential District 21
student_29139,Residential District 21
student_43678,Residential District 21
student_66416,Residential District 21
student_64108,Residential District 21
student_9424,Residential District 21
student_17389,Residential District 21
student_64178,Residential District 21
student_61567,Residential District 21
student_70532,Residential District 21
student_6542,Residential District 21
student_1021,Residential District 21
student_34606,Residential District 21
student_58168,Residential District 21
student_25002,Residential District 21
student_31876,Residential District 21
student_64506,Residential District 21
student_10440,Residential District 21
student_49830,Residential District 21
student_44517,Residential District 21
student_13735,Residential District 21
student_50193,Residential District 21
student_28598,Residential District 21
student_49026,Residential District 21
student_33449,Residential District 21
student_29445,Residential District 21
student_57344,Residential District 21
student_25252,Residential District 21
student_60164,Residential District 21
student_24612,Residential District 21
student_36588,Residential District 21
student_21939,Residential District 21
student_26969,Residential District 21
student_12907,Residential District 21
student_17961,Residential District 21
student_65599,Residential District 21
student_4689,Residential District 21
student_63702,Residential District 21
student_18538,Residential District 21
student_27613,Residential District 21
student_12799,Residential District 21
student_58477,Residential District 21
student_60958,Residential District 21
student_48096,Residential District 21
student_6086,Residential District 21
student_47627,Residential District 21
student_59596,Residential District 21
student_65738,Residential District 21
student_11661,Residential District 21
student_22098,Residential District 21
student_66123,Residential District 21
student_56617,Residential District 21
student_58162,Residential District 21
student_45967,Residential District 21
student_35220,Residential District 21
student_38301,Residential District 21
student_67149,Residential District 21
student_19832,Residential District 21
student_15373,Residential District 21
student_39403,Residential District 21
student_45098,Residential District 21
student_59996,Residential District 21
student_2769,Residential District 21
student_10127,Residential District 21
student_55910,Residential District 21
student_68841,Residential District 21
student_6211,Residential District 21
student_53695,Residential District 21
student_39272,Residential District 21
student_48072,Residential District 21
student_34528,Residential District 21
student_45685,Residential District 21
student_20770,Residential District 21
student_18694,Residential District 21
student_11865,Residential District 21
student_65651,Residential District 21
student_65068,Residential District 21
student_10189,Residential District 21
student_56185,Residential District 21
student_20734,Residential District 21
student_10950,Residential District 21
student_1921,Residential District 21
student_63339,Residential District 21
student_19673,Residential District 21
student_20508,Residential District 21
student_29161,Residential District 21
student_65699,Residential District 21
student_53912,Residential District 21
student_13483,Residential District 21
student_19111,Residential District 21
student_17508,Residential District 21
student_65449,Residential District 21
student_61909,Residential District 21
student_39214,Residential District 21
student_1372,Residential District 21
student_64116,Residential District 21
student_261,Residential District 21
student_15409,Residential District 21
student_29220,Residential District 21
student_19671,Residential District 21
student_6476,Residential District 21
student_37933,Residential District 21
student_10265,Residential District 21
student_16080,Residential District 21
student_16428,Residential District 21
student_59207,Residential District 21
student_5025,Residential District 21
student_38437,Residential District 21
student_57654,Residential District 21
student_39668,Residential District 21
student_44776,Residential District 21
student_68027,Residential District 21
student_54135,Residential District 21
student_9653,Residential District 21
student_4997,Residential District 21
student_53833,Residential District 21
student_45334,Residential District 21
student_8808,Residential District 21
student_38359,Residential District 21
student_15014,Residential District 21
student_39568,Residential District 21
student_61536,Residential District 21
student_49162,Residential District 21
student_51753,Residential District 21
student_17852,Residential District 21
student_1987,Residential District 21
student_4455,Residential District 21
student_35606,Residential District 21
student_66003,Residential District 21
student_36773,Residential District 21
student_50977,Residential District 21
student_42093,Residential District 21
student_60366,Residential District 21
student_16608,Residential District 21
student_52243,Residential District 21
student_65997,Residential District 21
student_55345,Residential District 21
student_19129,Residential District 21
student_46056,Residential District 21
student_43695,Residential District 21
student_28541,Residential District 21
student_29617,Residential District 21
student_50115,Residential District 21
student_58557,Residential District 21
student_58360,Residential District 21
student_40633,Residential District 21
student_50992,Residential District 21
student_18139,Residential District 21
student_25033,Residential District 21
student_26622,Residential District 21
student_13123,Residential District 21
